date,ALLSKY_SFC_SW_DWN,RH2M,T2M,T2M_MAX,T2M_MIN,WS2M,latitude,longitude,DEW POINT TEMPERATURE,DTR,VPD
2022-07-12,11.11,94.19,26.0,27.4,24.96,3.54,10.31856,105.374468,24.98995440418559,2.4399999999999977,0.1952996540418091
2022-07-23,18.59,81.73,28.35,31.2,25.53,0.53,10.319027,105.191902,24.91620180634639,5.669999999999998,0.7047923609856878
2022-04-13,21.33,81.05,28.37,33.04,24.71,2.28,10.319903,105.230831,24.795377031149727,8.329999999999998,0.7318738473889385
2022-07-20,6.87,92.59,26.64,28.64,25.02,2.61,10.319903,105.230831,25.335976457808076,3.620000000000001,0.25866298156386003
2022-07-25,19.74,86.46,27.42,30.49,24.54,1.33,10.320247,105.141848,24.95208659741062,5.949999999999999,0.49477048235839516
2022-07-20,6.87,92.59,26.64,28.64,25.02,2.61,10.320371,105.259016,25.335976457808076,3.620000000000001,0.25866298156386003
2022-07-12,11.11,94.19,26.0,27.4,24.96,3.54,10.320676,105.364971,24.98995440418559,2.4399999999999977,0.1952996540418091
2022-03-18,16.65,64.88,30.31,37.21,24.47,0.68,10.320924,105.404264,22.947909756383066,12.740000000000002,1.5168666447013646
2022-04-16,15.17,81.66,28.33,31.91,25.63,1.76,10.321392,105.177554,24.882322232506183,6.280000000000001,0.7066714128202889
2022-07-23,18.59,81.73,28.35,31.2,25.53,0.53,10.321392,105.177554,24.91620180634639,5.669999999999998,0.7047923609856878
2022-07-20,6.87,92.59,26.64,28.64,25.02,2.61,10.325047,105.251136,25.335976457808076,3.620000000000001,0.25866298156386003
2022-07-25,19.74,86.46,27.42,30.49,24.54,1.33,10.325825,105.129268,24.95208659741062,5.949999999999999,0.49477048235839516
2022-07-20,6.87,92.96,26.47,28.83,24.61,2.26,10.327284,105.359541,25.234797351114793,4.219999999999999,0.24330033151965255
2022-04-12,21.59,81.83,28.06,32.48,24.31,1.75,10.327543,105.350908,24.65413626352178,8.169999999999998,0.6892164148475988
2022-07-20,6.87,92.96,26.47,28.83,24.61,2.26,10.327543,105.350908,25.234797351114793,4.219999999999999,0.24330033151965255
2022-07-20,6.87,92.96,26.47,28.83,24.61,2.26,10.327617,105.33024,25.234797351114793,4.219999999999999,0.24330033151965255
2022-04-16,15.17,81.66,28.33,31.91,25.63,1.76,10.327832,105.216844,24.882322232506183,6.280000000000001,0.7066714128202889
2022-07-23,18.59,81.73,28.35,31.2,25.53,0.53,10.327832,105.216844,24.91620180634639,5.669999999999998,0.7047923609856878
2022-04-10,19.36,82.44,27.81,31.8,24.75,1.74,10.328521,105.30163,24.534853223742125,7.050000000000001,0.6564479686942216
2022-04-13,21.33,81.05,28.37,33.04,24.71,2.28,10.331036,105.232626,24.795377031149727,8.329999999999998,0.7318738473889385
2022-04-13,21.33,81.05,28.37,33.04,24.71,2.28,10.33114,105.278682,24.795377031149727,8.329999999999998,0.7318738473889385
2022-07-20,6.87,92.59,26.64,28.64,25.02,2.61,10.33114,105.278682,25.335976457808076,3.620000000000001,0.25866298156386003
2022-04-12,21.59,80.47,28.25,32.54,24.97,2.09,10.331447,105.158675,24.55819484380857,7.57,0.7490345980684868
2022-07-12,11.11,93.35,26.23,27.43,25.44,3.86,10.331447,105.158675,25.067434110883738,1.9899999999999984,0.22659304192761506
2022-04-13,21.33,81.05,28.37,33.04,24.71,2.28,10.332664,105.264027,24.795377031149727,8.329999999999998,0.7318738473889385
2022-07-12,11.11,94.19,26.0,27.4,24.96,3.54,10.334417,105.375498,24.98995440418559,2.4399999999999977,0.1952996540418091
2022-03-18,16.65,64.88,30.31,37.21,24.47,0.68,10.335158,105.395026,22.947909756383066,12.740000000000002,1.5168666447013646
2022-07-23,18.59,81.73,28.35,31.2,25.53,0.53,10.337185,105.197822,24.91620180634639,5.669999999999998,0.7047923609856878
2022-04-12,21.59,81.83,28.06,32.48,24.31,1.75,10.33791,105.357013,24.65413626352178,8.169999999999998,0.6892164148475988
2022-07-20,6.87,92.59,26.64,28.64,25.02,2.61,10.337977,105.288583,25.335976457808076,3.620000000000001,0.25866298156386003
2022-04-12,21.59,81.83,28.06,32.48,24.31,1.75,10.339092,105.325101,24.65413626352178,8.169999999999998,0.6892164148475988
2022-07-20,6.87,92.96,26.47,28.83,24.61,2.26,10.339092,105.325101,25.234797351114793,4.219999999999999,0.24330033151965255
2022-04-12,21.59,80.47,28.25,32.54,24.97,2.09,10.340626,105.172116,24.55819484380857,7.57,0.7490345980684868
2022-04-12,21.59,81.83,28.06,32.48,24.31,1.75,10.342217,105.346028,24.65413626352178,8.169999999999998,0.6892164148475988
2022-07-20,6.87,92.96,26.47,28.83,24.61,2.26,10.342217,105.346028,25.234797351114793,4.219999999999999,0.24330033151965255
2022-04-12,21.59,81.83,28.06,32.48,24.31,1.75,10.342299,105.365285,24.65413626352178,8.169999999999998,0.6892164148475988
2022-07-20,6.87,92.96,26.47,28.83,24.61,2.26,10.342299,105.365285,25.234797351114793,4.219999999999999,0.24330033151965255
2022-04-12,21.59,81.83,28.06,32.48,24.31,1.75,10.342809,105.315657,24.65413626352178,8.169999999999998,0.6892164148475988
2022-03-28,19.65,77.37,28.8,33.86,25.0,1.3,10.34297,105.382435,24.43377241042045,8.86,0.8960603380673319
2022-07-12,11.11,94.19,26.0,27.4,24.96,3.54,10.34297,105.382435,24.98995440418559,2.4399999999999977,0.1952996540418091
2022-04-12,21.59,80.47,28.25,32.54,24.97,2.09,10.345924,105.270456,24.55819484380857,7.57,0.7490345980684868
2022-07-20,6.87,92.59,26.64,28.64,25.02,2.61,10.345924,105.270456,25.335976457808076,3.620000000000001,0.25866298156386003
2022-04-12,21.59,80.47,28.25,32.54,24.97,2.09,10.346876,105.206507,24.55819484380857,7.57,0.7490345980684868
2022-07-23,18.59,81.73,28.35,31.2,25.53,0.53,10.346876,105.206507,24.91620180634639,5.669999999999998,0.7047923609856878
2022-07-12,11.11,93.35,26.23,27.43,25.44,3.86,10.35091,105.142796,25.067434110883738,1.9899999999999984,0.22659304192761506
2022-08-04,17.41,88.39,26.9,30.33,23.88,2.25,10.354744,105.336739,24.811799312081405,6.449999999999999,0.41151374148092884
2022-04-10,19.36,82.44,27.81,31.8,24.75,1.74,10.356519,105.30945,24.534853223742125,7.050000000000001,0.6564479686942216
2022-04-12,21.59,80.47,28.25,32.54,24.97,2.09,10.358094,105.189541,24.55819484380857,7.57,0.7490345980684868
2022-07-21,8.15,90.62,25.9,26.92,24.77,1.78,10.358094,105.189541,24.243290214526592,2.150000000000002,0.3134439761808746
2022-04-12,21.59,80.47,28.25,32.54,24.97,2.09,10.35853,105.127583,24.55819484380857,7.57,0.7490345980684868
2022-07-12,11.11,93.35,26.23,27.43,25.44,3.86,10.35853,105.127583,25.067434110883738,1.9899999999999984,0.22659304192761506
2022-07-21,8.15,90.62,25.9,26.92,24.77,1.78,10.358727,105.222371,24.243290214526592,2.150000000000002,0.3134439761808746
2022-04-10,19.36,83.09,27.63,31.63,24.27,1.63,10.359519,105.360913,24.490716162434726,7.359999999999999,0.625544333307912
2022-08-04,17.41,88.39,26.9,30.33,23.88,2.25,10.359519,105.360913,24.811799312081405,6.449999999999999,0.41151374148092884
2022-04-10,19.36,82.44,27.81,31.8,24.75,1.74,10.363786,105.288188,24.534853223742125,7.050000000000001,0.6564479686942216
2022-08-04,17.41,88.25,26.83,30.07,24.17,2.43,10.363786,105.288188,24.716306317786458,5.899999999999999,0.4147674293098771
2022-04-12,21.59,80.47,28.25,32.54,24.97,2.09,10.364419,105.164984,24.55819484380857,7.57,0.7490345980684868
2022-07-12,11.11,93.35,26.23,27.43,25.44,3.86,10.364419,105.164984,25.067434110883738,1.9899999999999984,0.22659304192761506
2022-04-10,19.36,83.09,27.63,31.63,24.27,1.63,10.364433,105.327337,24.490716162434726,7.359999999999999,0.625544333307912
2022-07-21,8.15,90.62,25.9,26.92,24.77,1.78,10.365734,105.267634,24.243290214526592,2.150000000000002,0.3134439761808746
2022-04-12,21.59,80.47,28.25,32.54,24.97,2.09,10.368014,105.238516,24.55819484380857,7.57,0.7490345980684868
2022-07-21,8.15,90.62,25.9,26.92,24.77,1.78,10.368014,105.238516,24.243290214526592,2.150000000000002,0.3134439761808746
2022-04-12,21.59,80.47,28.25,32.54,24.97,2.09,10.368598,105.136423,24.55819484380857,7.57,0.7490345980684868
2022-07-12,11.11,93.35,26.23,27.43,25.44,3.86,10.368598,105.136423,25.067434110883738,1.9899999999999984,0.22659304192761506
2022-08-04,17.41,88.25,26.83,30.07,24.17,2.43,10.369692,105.29684,24.716306317786458,5.899999999999999,0.4147674293098771
2022-04-10,19.36,82.44,27.81,31.8,24.75,1.74,10.369819,105.304833,24.534853223742125,7.050000000000001,0.6564479686942216
2022-03-22,15.4,82.6,27.56,31.49,25.1,2.14,10.370371,105.275589,24.32340394492977,6.389999999999997,0.6410445578849414
2022-07-19,16.3,91.98,27.29,29.64,25.65,3.01,10.370371,105.275589,25.86766694000002,3.990000000000002,0.29084132425575615
2022-03-25,24.32,79.29,28.88,34.16,25.29,1.97,10.37346,105.184697,24.922375101044477,8.869999999999997,0.823840279763745
2022-07-14,18.62,89.66,26.65,29.19,24.7,3.22,10.37346,105.184697,24.80498046868136,4.490000000000002,0.3611537133149726
2022-07-19,16.3,91.98,27.29,29.64,25.65,3.01,10.374004,105.228649,25.86766694000002,3.990000000000002,0.29084132425575615
2022-04-10,19.36,83.09,27.63,31.63,24.27,1.63,10.374447,105.330923,24.490716162434726,7.359999999999999,0.625544333307912
2022-08-04,17.41,88.39,26.9,30.33,23.88,2.25,10.374447,105.330923,24.811799312081405,6.449999999999999,0.41151374148092884
2022-07-19,16.3,91.98,27.29,29.64,25.65,3.01,10.374524,105.255016,25.86766694000002,3.990000000000002,0.29084132425575615
2022-07-14,18.62,89.66,26.65,29.19,24.7,3.22,10.375619,105.124248,24.80498046868136,4.490000000000002,0.3611537133149726
2022-03-27,20.9,80.8,28.64,32.65,25.38,1.54,10.375656,105.29185,25.006220070936045,7.27,0.7532338983974283
2022-07-17,17.45,91.4,26.96,29.13,25.28,2.6,10.375656,105.29185,25.43446017358027,3.849999999999998,0.30590044970022406
2022-03-22,15.4,82.6,27.56,31.49,25.1,2.14,10.375756,105.208993,24.32340394492977,6.389999999999997,0.6410445578849414
2022-07-19,16.3,91.98,27.29,29.64,25.65,3.01,10.375756,105.208993,25.86766694000002,3.990000000000002,0.29084132425575615
2022-03-25,24.32,79.29,28.88,34.16,25.29,1.97,10.377238,105.165363,24.922375101044477,8.869999999999997,0.823840279763745
2022-03-24,24.11,76.97,28.78,33.47,24.84,1.73,10.378511,105.144998,24.327700405379016,8.629999999999999,0.9108437745051863
2022-07-14,18.62,89.66,26.65,29.19,24.7,3.22,10.378511,105.144998,24.80498046868136,4.490000000000002,0.3611537133149726
2022-07-17,17.45,91.4,26.96,29.13,25.28,2.6,10.378696,105.309113,25.43446017358027,3.849999999999998,0.30590044970022406
2022-03-24,24.11,76.97,28.78,33.47,24.84,1.73,10.379507,105.154892,24.327700405379016,8.629999999999999,0.9108437745051863
2022-07-14,18.62,89.66,26.65,29.19,24.7,3.22,10.379507,105.154892,24.80498046868136,4.490000000000002,0.3611537133149726
2022-04-10,19.36,83.09,27.63,31.63,24.27,1.63,10.38045,105.349866,24.490716162434726,7.359999999999999,0.625544333307912
2022-08-04,17.41,88.39,26.9,30.33,23.88,2.25,10.38045,105.349866,24.811799312081405,6.449999999999999,0.41151374148092884
2022-03-22,15.4,82.6,27.56,31.49,25.1,2.14,10.380497,105.274972,24.32340394492977,6.389999999999997,0.6410445578849414
2022-03-25,24.32,79.29,28.88,34.16,25.29,1.97,10.381544,105.174719,24.922375101044477,8.869999999999997,0.823840279763745
2022-07-14,18.62,89.66,26.65,29.19,24.7,3.22,10.381544,105.174719,24.80498046868136,4.490000000000002,0.3611537133149726
2022-03-25,24.32,79.93,28.43,34.02,24.91,1.94,10.384444,105.3447,24.62031587446449,9.110000000000003,0.7778342294886329
2022-07-15,15.33,91.48,26.9,29.78,24.82,2.56,10.384444,105.3447,25.389900624500665,4.960000000000001,0.30198941235292953
2022-03-27,20.9,80.8,28.64,32.65,25.38,1.54,10.386495,105.284636,25.006220070936045,7.27,0.7532338983974283
2022-07-17,17.45,91.4,26.96,29.13,25.28,2.6,10.386495,105.284636,25.43446017358027,3.849999999999998,0.30590044970022406
2022-03-24,24.11,76.97,28.78,33.47,24.84,1.73,10.386546,105.19302,24.327700405379016,8.629999999999999,0.9108437745051863
2022-03-24,24.11,76.97,28.78,33.47,24.84,1.73,10.387123,105.119326,24.327700405379016,8.629999999999999,0.9108437745051863
2022-03-22,15.4,82.6,27.56,31.49,25.1,2.14,10.387459,105.205582,24.32340394492977,6.389999999999997,0.6410445578849414
