date,latitude,longitude,potential_evaporation_max,potential_evaporation_mean,potential_evaporation_min,total_precipitation_max,total_precipitation_mean,total_precipitation_min,skin_temperature_max,skin_temperature_mean,skin_temperature_min,soil_temperature_level_1_max,soil_temperature_level_1_mean,soil_temperature_level_1_min,volumetric_soil_water_layer_1_max,volumetric_soil_water_layer_1_mean,volumetric_soil_water_layer_1_min,irrigation_mm
2022-03-21,10.459704,105.218744,109.273,109.273,109.273,174.92,174.92,174.92,27.85,27.85,27.85,29.11,29.11,29.11,0.36520131429036456,0.36520131429036456,0.36520131429036456,0.0
2022-03-22,10.370371,105.275589,91.449,91.449,91.449,247.38,247.38,247.38,26.93,26.93,26.93,28.21,28.21,28.21,0.3387889862060547,0.3387889862060547,0.3387889862060547,0.0
2022-03-22,10.375756,105.208993,,,,,,,,,,,,,,,,
2022-03-22,10.380497,105.274972,91.449,91.449,91.449,247.38,247.38,247.38,26.93,26.93,26.93,28.21,28.21,28.21,0.3387889862060547,0.3387889862060547,0.3387889862060547,0.0
2022-03-22,10.387459,105.205582,,,,,,,,,,,,,,,,
2022-03-22,10.387619,105.243467,,,,,,,,,,,,,,,,
2022-03-22,10.394517,105.260713,91.449,91.449,91.449,247.38,247.38,247.38,26.93,26.93,26.93,28.21,28.21,28.21,0.3387889862060547,0.3387889862060547,0.3387889862060547,0.0
2022-03-22,10.395256,105.268561,91.449,91.449,91.449,247.38,247.38,247.38,26.93,26.93,26.93,28.21,28.21,28.21,0.3387889862060547,0.3387889862060547,0.3387889862060547,0.0
2022-03-22,10.399256,105.204494,,,,,,,,,,,,,,,,
2022-03-22,10.402927,105.235656,91.819,91.819,91.819,220.474,220.474,220.474,27.16,27.16,27.16,28.4,28.4,28.4,0.36473719278971356,0.36473719278971356,0.36473719278971356,0.0
2022-03-22,10.404721,105.258428,91.819,91.819,91.819,220.474,220.474,220.474,27.16,27.16,27.16,28.4,28.4,28.4,0.36473719278971356,0.36473719278971356,0.36473719278971356,0.0
2022-03-22,10.406199,105.248616,91.819,91.819,91.819,220.474,220.474,220.474,27.16,27.16,27.16,28.4,28.4,28.4,0.36473719278971356,0.36473719278971356,0.36473719278971356,0.0
2022-03-24,10.378511,105.144998,120.887,120.887,120.887,17.791,17.791,17.791,28.92,28.92,28.92,29.53,29.53,29.53,0.44100379943847656,0.44100379943847656,0.44100379943847656,103.096
2022-03-24,10.379507,105.154892,120.887,120.887,120.887,17.791,17.791,17.791,28.92,28.92,28.92,29.53,29.53,29.53,0.44100379943847656,0.44100379943847656,0.44100379943847656,103.096
2022-03-24,10.386546,105.19302,,,,,,,,,,,,,,,,
2022-03-24,10.387123,105.119326,,,,,,,,,,,,,,,,
2022-03-24,10.389374,105.169781,120.887,120.887,120.887,17.791,17.791,17.791,28.92,28.92,28.92,29.53,29.53,29.53,0.44100379943847656,0.44100379943847656,0.44100379943847656,103.096
2022-03-24,10.389594,105.147461,120.887,120.887,120.887,17.791,17.791,17.791,28.92,28.92,28.92,29.53,29.53,29.53,0.44100379943847656,0.44100379943847656,0.44100379943847656,103.096
2022-03-24,10.391781,105.161155,120.887,120.887,120.887,17.791,17.791,17.791,28.92,28.92,28.92,29.53,29.53,29.53,0.44100379943847656,0.44100379943847656,0.44100379943847656,103.096
2022-03-24,10.394341,105.126836,120.887,120.887,120.887,17.791,17.791,17.791,28.92,28.92,28.92,29.53,29.53,29.53,0.44100379943847656,0.44100379943847656,0.44100379943847656,103.096
2022-03-24,10.395094,105.169245,120.887,120.887,120.887,17.791,17.791,17.791,28.92,28.92,28.92,29.53,29.53,29.53,0.44100379943847656,0.44100379943847656,0.44100379943847656,103.096
2022-03-24,10.395734,105.143745,120.887,120.887,120.887,17.791,17.791,17.791,28.92,28.92,28.92,29.53,29.53,29.53,0.44100379943847656,0.44100379943847656,0.44100379943847656,103.096
2022-03-24,10.396044,105.180167,120.887,120.887,120.887,17.791,17.791,17.791,28.92,28.92,28.92,29.53,29.53,29.53,0.44100379943847656,0.44100379943847656,0.44100379943847656,103.096
2022-03-25,10.37346,105.184697,112.913,112.913,112.913,13.831,13.831,13.831,28.59,28.59,28.59,29.41,29.41,29.41,0.42241477966308594,0.42241477966308594,0.42241477966308594,99.081
2022-03-25,10.377238,105.165363,112.913,112.913,112.913,13.831,13.831,13.831,28.59,28.59,28.59,29.41,29.41,29.41,0.42241477966308594,0.42241477966308594,0.42241477966308594,99.081
2022-03-25,10.381544,105.174719,112.913,112.913,112.913,13.831,13.831,13.831,28.59,28.59,28.59,29.41,29.41,29.41,0.42241477966308594,0.42241477966308594,0.42241477966308594,99.081
2022-03-25,10.384444,105.3447,111.851,111.851,111.851,41.573,41.573,41.573,28.61,28.61,28.61,29.45,29.45,29.45,0.31447474161783856,0.31447474161783856,0.31447474161783856,70.278
2022-03-25,10.391149,105.359279,111.851,111.851,111.851,41.573,41.573,41.573,28.61,28.61,28.61,29.45,29.45,29.45,0.31447474161783856,0.31447474161783856,0.31447474161783856,70.278
2022-03-25,10.391491,105.34899,111.851,111.851,111.851,41.573,41.573,41.573,28.61,28.61,28.61,29.45,29.45,29.45,0.31447474161783856,0.31447474161783856,0.31447474161783856,70.278
2022-03-25,10.399353,105.356462,,,,,,,,,,,,,,,,
2022-03-25,10.400189,105.331053,,,,,,,,,,,,,,,,
2022-03-25,10.405902,105.36283,112.211,112.211,112.211,46.409,46.409,46.409,28.83,28.83,28.83,29.65,29.65,29.65,0.31517664591471356,0.31517664591471356,0.31517664591471356,65.801
2022-03-25,10.411649,105.370659,,,,,,,,,,,,,,,,
2022-03-25,10.412537,105.321768,,,,,,,,,,,,,,,,
2022-03-25,10.417429,105.363577,112.211,112.211,112.211,46.409,46.409,46.409,28.83,28.83,28.83,29.65,29.65,29.65,0.31517664591471356,0.31517664591471356,0.31517664591471356,65.801
2022-03-25,10.419561,105.277369,113.426,113.426,113.426,31.046,31.046,31.046,28.84,28.84,28.84,29.63,29.63,29.63,0.30832862854003906,0.30832862854003906,0.30832862854003906,82.38
2022-03-25,10.434116,105.27315,113.426,113.426,113.426,31.046,31.046,31.046,28.84,28.84,28.84,29.63,29.63,29.63,0.30832862854003906,0.30832862854003906,0.30832862854003906,82.38
2022-03-25,10.43531,105.292557,113.426,113.426,113.426,31.046,31.046,31.046,28.84,28.84,28.84,29.63,29.63,29.63,0.30832862854003906,0.30832862854003906,0.30832862854003906,82.38
2022-03-25,10.443492,105.281103,113.426,113.426,113.426,31.046,31.046,31.046,28.84,28.84,28.84,29.63,29.63,29.63,0.30832862854003906,0.30832862854003906,0.30832862854003906,82.38
2022-03-25,10.458369,105.270803,113.426,113.426,113.426,31.046,31.046,31.046,28.84,28.84,28.84,29.63,29.63,29.63,0.30832862854003906,0.30832862854003906,0.30832862854003906,82.38
2022-03-25,10.470013,105.264425,113.426,113.426,113.426,31.046,31.046,31.046,28.84,28.84,28.84,29.63,29.63,29.63,0.30832862854003906,0.30832862854003906,0.30832862854003906,82.38
2022-03-25,10.470305,105.287062,113.426,113.426,113.426,31.046,31.046,31.046,28.84,28.84,28.84,29.63,29.63,29.63,0.30832862854003906,0.30832862854003906,0.30832862854003906,82.38
2022-03-25,10.485812,105.267525,113.426,113.426,113.426,31.046,31.046,31.046,28.84,28.84,28.84,29.63,29.63,29.63,0.30832862854003906,0.30832862854003906,0.30832862854003906,82.38
2022-03-25,10.494104,105.291042,113.426,113.426,113.426,31.046,31.046,31.046,28.84,28.84,28.84,29.63,29.63,29.63,0.30832862854003906,0.30832862854003906,0.30832862854003906,82.38
2022-03-26,10.400449,105.171793,,,,,,,,,,,,,,,,
2022-03-26,10.402793,105.189574,133.14,133.14,133.14,1.215,1.215,1.215,30.08,30.08,30.08,30.43,30.43,30.43,0.3249613444010417,0.3249613444010417,0.3249613444010417,131.925
2022-03-26,10.405702,105.208668,129.251,129.251,129.251,1.924,1.924,1.924,30.1,30.1,30.1,30.54,30.54,30.54,0.2856394449869792,0.2856394449869792,0.2856394449869792,127.327
2022-03-26,10.412311,105.176834,,,,,,,,,,,,,,,,
2022-03-26,10.414226,105.195214,133.14,133.14,133.14,1.215,1.215,1.215,30.08,30.08,30.08,30.43,30.43,30.43,0.3249613444010417,0.3249613444010417,0.3249613444010417,131.925
2022-03-26,10.417324,105.208881,129.251,129.251,129.251,1.924,1.924,1.924,30.1,30.1,30.1,30.54,30.54,30.54,0.2856394449869792,0.2856394449869792,0.2856394449869792,127.327
2022-03-26,10.426155,105.176598,133.14,133.14,133.14,1.215,1.215,1.215,30.08,30.08,30.08,30.43,30.43,30.43,0.3249613444010417,0.3249613444010417,0.3249613444010417,131.925
2022-03-26,10.427104,105.210954,129.251,129.251,129.251,1.924,1.924,1.924,30.1,30.1,30.1,30.54,30.54,30.54,0.2856394449869792,0.2856394449869792,0.2856394449869792,127.327
2022-03-26,10.437524,105.185343,,,,,,,,,,,,,,,,
2022-03-26,10.437524,105.202166,,,,,,,,,,,,,,,,
2022-03-26,10.445632,105.21046,129.251,129.251,129.251,1.924,1.924,1.924,30.1,30.1,30.1,30.54,30.54,30.54,0.2856394449869792,0.2856394449869792,0.2856394449869792,127.327
2022-03-26,10.447684,105.190977,133.14,133.14,133.14,1.215,1.215,1.215,30.08,30.08,30.08,30.43,30.43,30.43,0.3249613444010417,0.3249613444010417,0.3249613444010417,131.925
2022-03-26,10.44819,105.181879,133.14,133.14,133.14,1.215,1.215,1.215,30.08,30.08,30.08,30.43,30.43,30.43,0.3249613444010417,0.3249613444010417,0.3249613444010417,131.925
2022-03-26,10.452516,105.191857,133.14,133.14,133.14,1.215,1.215,1.215,30.08,30.08,30.08,30.43,30.43,30.43,0.3249613444010417,0.3249613444010417,0.3249613444010417,131.925
2022-03-26,10.452537,105.205118,129.251,129.251,129.251,1.924,1.924,1.924,30.1,30.1,30.1,30.54,30.54,30.54,0.2856394449869792,0.2856394449869792,0.2856394449869792,127.327
2022-03-26,10.452718,105.220233,129.251,129.251,129.251,1.924,1.924,1.924,30.1,30.1,30.1,30.54,30.54,30.54,0.2856394449869792,0.2856394449869792,0.2856394449869792,127.327
2022-03-26,10.458467,105.196191,133.14,133.14,133.14,1.215,1.215,1.215,30.08,30.08,30.08,30.43,30.43,30.43,0.3249613444010417,0.3249613444010417,0.3249613444010417,131.925
2022-03-27,10.375656,105.29185,,,,,,,,,,,,,,,,
2022-03-27,10.386495,105.284636,120.191,120.191,120.191,88.858,88.858,88.858,29.47,29.47,29.47,30.2,30.2,30.2,0.295559565226237,0.295559565226237,0.295559565226237,31.333
2022-03-27,10.396712,105.324921,119.578,119.578,119.578,86.538,86.538,86.538,29.52,29.52,29.52,30.34,30.34,30.34,0.3084920247395833,0.3084920247395833,0.3084920247395833,33.039
2022-03-27,10.396951,105.281083,120.191,120.191,120.191,88.858,88.858,88.858,29.47,29.47,29.47,30.2,30.2,30.2,0.295559565226237,0.295559565226237,0.295559565226237,31.333
2022-03-27,10.399444,105.118528,,,,,,,,,,,,,,,,
2022-03-27,10.399645,105.141286,,,,,,,,,,,,,,,,
2022-03-27,10.400025,105.152916,,,,,,,,,,,,,,,,
2022-03-27,10.403175,105.123726,121.492,121.492,121.492,139.898,139.898,139.898,29.5,29.5,29.5,30.32,30.32,30.32,0.3665332794189453,0.3665332794189453,0.3665332794189453,0.0
2022-03-27,10.40466,105.311554,118.904,118.904,118.904,81.128,81.128,81.128,29.6,29.6,29.6,30.45,30.45,30.45,0.30697377522786456,0.30697377522786456,0.30697377522786456,37.776
2022-03-27,10.406597,105.221367,120.248,120.248,120.248,108.929,108.929,108.929,29.59,29.59,29.59,30.43,30.43,30.43,0.31356557210286456,0.31356557210286456,0.31356557210286456,11.319
2022-03-27,10.407581,105.1521,121.492,121.492,121.492,139.898,139.898,139.898,29.5,29.5,29.5,30.32,30.32,30.32,0.3665332794189453,0.3665332794189453,0.3665332794189453,0.0
2022-03-27,10.408003,105.139183,121.492,121.492,121.492,139.898,139.898,139.898,29.5,29.5,29.5,30.32,30.32,30.32,0.3665332794189453,0.3665332794189453,0.3665332794189453,0.0
2022-03-27,10.408214,105.131329,121.492,121.492,121.492,139.898,139.898,139.898,29.5,29.5,29.5,30.32,30.32,30.32,0.3665332794189453,0.3665332794189453,0.3665332794189453,0.0
2022-03-27,10.409187,105.288345,120.248,120.248,120.248,108.929,108.929,108.929,29.59,29.59,29.59,30.43,30.43,30.43,0.31356557210286456,0.31356557210286456,0.31356557210286456,11.319
2022-03-27,10.410742,105.220616,120.248,120.248,120.248,108.929,108.929,108.929,29.59,29.59,29.59,30.43,30.43,30.43,0.31356557210286456,0.31356557210286456,0.31356557210286456,11.319
2022-03-27,10.413742,105.22261,120.248,120.248,120.248,108.929,108.929,108.929,29.59,29.59,29.59,30.43,30.43,30.43,0.31356557210286456,0.31356557210286456,0.31356557210286456,11.319
2022-03-27,10.413908,105.234515,120.248,120.248,120.248,108.929,108.929,108.929,29.59,29.59,29.59,30.43,30.43,30.43,0.31356557210286456,0.31356557210286456,0.31356557210286456,11.319
2022-03-27,10.415236,105.156765,121.492,121.492,121.492,139.898,139.898,139.898,29.5,29.5,29.5,30.32,30.32,30.32,0.3665332794189453,0.3665332794189453,0.3665332794189453,0.0
2022-03-27,10.41636,105.142144,121.492,121.492,121.492,139.898,139.898,139.898,29.5,29.5,29.5,30.32,30.32,30.32,0.3665332794189453,0.3665332794189453,0.3665332794189453,0.0
2022-03-27,10.417011,105.261676,120.248,120.248,120.248,108.929,108.929,108.929,29.59,29.59,29.59,30.43,30.43,30.43,0.31356557210286456,0.31356557210286456,0.31356557210286456,11.319
2022-03-27,10.419552,105.116409,121.492,121.492,121.492,139.898,139.898,139.898,29.5,29.5,29.5,30.32,30.32,30.32,0.3665332794189453,0.3665332794189453,0.3665332794189453,0.0
2022-03-27,10.420174,105.16361,121.492,121.492,121.492,139.898,139.898,139.898,29.5,29.5,29.5,30.32,30.32,30.32,0.3665332794189453,0.3665332794189453,0.3665332794189453,0.0
2022-03-27,10.420483,105.223648,120.248,120.248,120.248,108.929,108.929,108.929,29.59,29.59,29.59,30.43,30.43,30.43,0.31356557210286456,0.31356557210286456,0.31356557210286456,11.319
2022-03-27,10.420702,105.15698,121.492,121.492,121.492,139.898,139.898,139.898,29.5,29.5,29.5,30.32,30.32,30.32,0.3665332794189453,0.3665332794189453,0.3665332794189453,0.0
2022-03-27,10.421066,105.136822,121.492,121.492,121.492,139.898,139.898,139.898,29.5,29.5,29.5,30.32,30.32,30.32,0.3665332794189453,0.3665332794189453,0.3665332794189453,0.0
2022-03-27,10.422463,105.151846,121.492,121.492,121.492,139.898,139.898,139.898,29.5,29.5,29.5,30.32,30.32,30.32,0.3665332794189453,0.3665332794189453,0.3665332794189453,0.0
2022-03-27,10.42324,105.126544,121.492,121.492,121.492,139.898,139.898,139.898,29.5,29.5,29.5,30.32,30.32,30.32,0.3665332794189453,0.3665332794189453,0.3665332794189453,0.0
2022-03-27,10.426536,105.115181,121.492,121.492,121.492,139.898,139.898,139.898,29.5,29.5,29.5,30.32,30.32,30.32,0.3665332794189453,0.3665332794189453,0.3665332794189453,0.0
2022-03-27,10.428426,105.156744,121.492,121.492,121.492,139.898,139.898,139.898,29.5,29.5,29.5,30.32,30.32,30.32,0.3665332794189453,0.3665332794189453,0.3665332794189453,0.0
2022-03-27,10.429142,105.151556,121.492,121.492,121.492,139.898,139.898,139.898,29.5,29.5,29.5,30.32,30.32,30.32,0.3665332794189453,0.3665332794189453,0.3665332794189453,0.0
2022-03-27,10.429339,105.125493,121.492,121.492,121.492,139.898,139.898,139.898,29.5,29.5,29.5,30.32,30.32,30.32,0.3665332794189453,0.3665332794189453,0.3665332794189453,0.0
2022-03-27,10.430085,105.221996,120.248,120.248,120.248,108.929,108.929,108.929,29.59,29.59,29.59,30.43,30.43,30.43,0.31356557210286456,0.31356557210286456,0.31356557210286456,11.319
2022-03-27,10.43062,105.165627,121.492,121.492,121.492,139.898,139.898,139.898,29.5,29.5,29.5,30.32,30.32,30.32,0.3665332794189453,0.3665332794189453,0.3665332794189453,0.0
2022-03-27,10.433791,105.231265,120.248,120.248,120.248,108.929,108.929,108.929,29.59,29.59,29.59,30.43,30.43,30.43,0.31356557210286456,0.31356557210286456,0.31356557210286456,11.319
2022-03-27,10.435839,105.132981,121.492,121.492,121.492,139.898,139.898,139.898,29.5,29.5,29.5,30.32,30.32,30.32,0.3665332794189453,0.3665332794189453,0.3665332794189453,0.0
2022-03-27,10.438048,105.153225,,,,,,,,,,,,,,,,
2022-03-27,10.451085,105.243664,120.248,120.248,120.248,108.929,108.929,108.929,29.59,29.59,29.59,30.43,30.43,30.43,0.31356557210286456,0.31356557210286456,0.31356557210286456,11.319
2022-03-27,10.454948,105.23029,120.248,120.248,120.248,108.929,108.929,108.929,29.59,29.59,29.59,30.43,30.43,30.43,0.31356557210286456,0.31356557210286456,0.31356557210286456,11.319
2022-03-27,10.455571,105.240074,120.248,120.248,120.248,108.929,108.929,108.929,29.59,29.59,29.59,30.43,30.43,30.43,0.31356557210286456,0.31356557210286456,0.31356557210286456,11.319
2022-03-27,10.467229,105.24767,120.248,120.248,120.248,108.929,108.929,108.929,29.59,29.59,29.59,30.43,30.43,30.43,0.31356557210286456,0.31356557210286456,0.31356557210286456,11.319
2022-03-28,10.257715,105.375007,123.901,123.901,123.901,115.977,115.977,115.977,29.05,29.05,29.05,29.79,29.79,29.79,0.3520628611246745,0.3520628611246745,0.3520628611246745,7.923
2022-03-28,10.275826,105.364451,,,,,,,,,,,,,,,,
2022-03-28,10.292156,105.361294,123.901,123.901,123.901,115.977,115.977,115.977,29.05,29.05,29.05,29.79,29.79,29.79,0.3520628611246745,0.3520628611246745,0.3520628611246745,7.923
2022-03-28,10.3037,105.354593,119.293,119.293,119.293,110.425,110.425,110.425,29.33,29.33,29.33,30.18,30.18,30.18,0.34681129455566406,0.34681129455566406,0.34681129455566406,8.869
2022-03-28,10.314233,105.359823,119.293,119.293,119.293,110.425,110.425,110.425,29.33,29.33,29.33,30.18,30.18,30.18,0.34681129455566406,0.34681129455566406,0.34681129455566406,8.869
2022-03-28,10.34297,105.382435,119.293,119.293,119.293,110.425,110.425,110.425,29.33,29.33,29.33,30.18,30.18,30.18,0.34681129455566406,0.34681129455566406,0.34681129455566406,8.869
2022-04-01,10.468679,105.203699,70.91,70.91,70.91,199.722,199.722,199.722,26.53,26.53,26.53,27.73,27.73,27.73,0.382080078125,0.382080078125,0.382080078125,0.0
2022-04-01,10.48195,105.238448,70.91,70.91,70.91,199.722,199.722,199.722,26.53,26.53,26.53,27.73,27.73,27.73,0.382080078125,0.382080078125,0.382080078125,0.0
2022-04-01,10.482003,105.203866,70.91,70.91,70.91,199.722,199.722,199.722,26.53,26.53,26.53,27.73,27.73,27.73,0.382080078125,0.382080078125,0.382080078125,0.0
2022-04-01,10.494453,105.241281,70.91,70.91,70.91,199.722,199.722,199.722,26.53,26.53,26.53,27.73,27.73,27.73,0.382080078125,0.382080078125,0.382080078125,0.0
2022-04-01,10.501829,105.273585,74.687,74.687,74.687,208.255,208.255,208.255,26.54,26.54,26.54,27.79,27.79,27.79,0.37490272521972656,0.37490272521972656,0.37490272521972656,0.0
2022-04-01,10.50203,105.222373,74.687,74.687,74.687,208.255,208.255,208.255,26.54,26.54,26.54,27.79,27.79,27.79,0.37490272521972656,0.37490272521972656,0.37490272521972656,0.0
2022-04-01,10.50915,105.265098,74.687,74.687,74.687,208.255,208.255,208.255,26.54,26.54,26.54,27.79,27.79,27.79,0.37490272521972656,0.37490272521972656,0.37490272521972656,0.0
2022-04-01,10.510542,105.248554,74.687,74.687,74.687,208.255,208.255,208.255,26.54,26.54,26.54,27.79,27.79,27.79,0.37490272521972656,0.37490272521972656,0.37490272521972656,0.0
2022-04-01,10.524082,105.268907,,,,,,,,,,,,,,,,
2022-04-01,10.524439,105.254678,,,,,,,,,,,,,,,,
2022-04-01,10.536277,105.293087,74.687,74.687,74.687,208.255,208.255,208.255,26.54,26.54,26.54,27.79,27.79,27.79,0.37490272521972656,0.37490272521972656,0.37490272521972656,0.0
2022-04-01,10.542998,105.261159,74.687,74.687,74.687,208.255,208.255,208.255,26.54,26.54,26.54,27.79,27.79,27.79,0.37490272521972656,0.37490272521972656,0.37490272521972656,0.0
2022-04-01,10.549477,105.273725,,,,,,,,,,,,,,,,
2022-04-02,10.485464,105.251956,86.037,86.037,86.037,233.471,233.471,233.471,26.44,26.44,26.44,27.56,27.56,27.56,0.38788922627766925,0.38788922627766925,0.38788922627766925,0.0
2022-04-03,10.44784,105.141425,142.141,142.141,142.141,20.891,20.891,20.891,26.54,26.54,26.54,27.48,27.48,27.48,0.4078788757324219,0.4078788757324219,0.4078788757324219,121.249
2022-04-03,10.458071,105.162504,142.141,142.141,142.141,20.891,20.891,20.891,26.54,26.54,26.54,27.48,27.48,27.48,0.4078788757324219,0.4078788757324219,0.4078788757324219,121.249
2022-04-03,10.461453,105.172294,142.141,142.141,142.141,20.891,20.891,20.891,26.54,26.54,26.54,27.48,27.48,27.48,0.4078788757324219,0.4078788757324219,0.4078788757324219,121.249
2022-04-03,10.464233,105.183189,142.141,142.141,142.141,20.891,20.891,20.891,26.54,26.54,26.54,27.48,27.48,27.48,0.4078788757324219,0.4078788757324219,0.4078788757324219,121.249
2022-04-03,10.467778,105.163448,142.141,142.141,142.141,20.891,20.891,20.891,26.54,26.54,26.54,27.48,27.48,27.48,0.4078788757324219,0.4078788757324219,0.4078788757324219,121.249
2022-04-03,10.476738,105.227333,142.406,142.406,142.406,21.104,21.104,21.104,26.54,26.54,26.54,27.53,27.53,27.53,0.3680610656738281,0.3680610656738281,0.3680610656738281,121.302
2022-04-03,10.505489,105.203926,148.26,148.26,148.26,19.128,19.128,19.128,26.58,26.58,26.58,27.58,27.58,27.58,0.3598753611246745,0.3598753611246745,0.3598753611246745,129.132
2022-04-03,10.514912,105.216308,148.26,148.26,148.26,19.128,19.128,19.128,26.58,26.58,26.58,27.58,27.58,27.58,0.3598753611246745,0.3598753611246745,0.3598753611246745,129.132
2022-04-03,10.522871,105.184845,148.299,148.299,148.299,18.87,18.87,18.87,26.59,26.59,26.59,27.55,27.55,27.55,0.38356272379557294,0.38356272379557294,0.38356272379557294,129.43
2022-04-03,10.527792,105.204924,148.26,148.26,148.26,19.128,19.128,19.128,26.58,26.58,26.58,27.58,27.58,27.58,0.3598753611246745,0.3598753611246745,0.3598753611246745,129.132
2022-04-04,10.474439,105.216928,,,,,,,,,,,,,,,,
2022-04-04,10.498551,105.167513,133.53,133.53,133.53,43.52,43.52,43.52,26.51,26.51,26.51,27.59,27.59,27.59,0.4005788167317708,0.4005788167317708,0.4005788167317708,90.01
2022-04-05,10.195117,105.200047,127.795,128.221,129.075,137.481,136.576,134.766,27.37,27.35,27.34,28.0,27.98,27.95,0.49088414510091144,0.4906751844618055,0.49025726318359375,0.0
2022-04-05,10.208515,105.202809,130.524,134.17,135.992,142.02,140.255,139.373,27.52,27.52,27.52,28.17,28.1,28.07,0.489410400390625,0.4616589016384549,0.4477831522623698,0.0
2022-04-05,10.22418,105.198785,,,,,,,,,,,,,,,,
2022-04-05,10.227343,105.230821,135.992,135.992,135.992,139.373,139.373,139.373,27.52,27.52,27.52,28.07,28.07,28.07,0.4477831522623698,0.4477831522623698,0.4477831522623698,0.0
2022-04-05,10.228207,105.177659,130.524,130.524,130.524,142.02,142.02,142.02,27.52,27.52,27.52,28.17,28.17,28.17,0.489410400390625,0.489410400390625,0.489410400390625,0.0
2022-04-05,10.236082,105.210347,135.992,135.992,135.992,139.373,139.373,139.373,27.52,27.52,27.52,28.07,28.07,28.07,0.4477831522623698,0.4477831522623698,0.4477831522623698,0.0
2022-04-06,10.46658,105.139698,135.884,135.884,135.884,14.963,14.963,14.963,28.21,28.21,28.21,28.86,28.86,28.86,0.3996836344401042,0.3996836344401042,0.3996836344401042,120.92
2022-04-06,10.540457,105.207852,141.396,141.396,141.396,12.681,12.681,12.681,28.32,28.32,28.32,29.06,29.06,29.06,0.3540178934733073,0.3540178934733073,0.3540178934733073,128.715
2022-04-06,10.550361,105.218667,,,,,,,,,,,,,,,,
2022-04-07,10.445962,105.123164,132.131,132.131,132.131,8.513,8.513,8.513,28.17,28.17,28.17,28.89,28.89,28.89,0.37520408630371094,0.37520408630371094,0.37520408630371094,123.618
2022-04-09,10.297494,105.145318,112.976,112.976,112.976,28.452,28.452,28.452,27.76,27.76,27.76,28.44,28.44,28.44,0.46512476603190106,0.46512476603190106,0.46512476603190106,84.524
