date,latitude,longitude,bdod_0-5cm_mean_max,bdod_0-5cm_mean_mean,bdod_0-5cm_mean_min,ocd_0-5cm_mean_max,ocd_0-5cm_mean_mean,ocd_0-5cm_mean_min,ocd_15-30cm_mean_max,ocd_15-30cm_mean_mean,ocd_15-30cm_mean_min,ocd_5-15cm_mean_max,ocd_5-15cm_mean_mean,ocd_5-15cm_mean_min,sand_0-5cm_mean_max,sand_0-5cm_mean_mean,sand_0-5cm_mean_min,silt_0-5cm_mean_max,silt_0-5cm_mean_mean,silt_0-5cm_mean_min,clay_0-5cm_mean_max,clay_0-5cm_mean_mean,clay_0-5cm_mean_min,phh2o_0-5cm_mean_max,phh2o_0-5cm_mean_mean,phh2o_0-5cm_mean_min,nitrogen_0-5cm_mean_max,nitrogen_0-5cm_mean_mean,nitrogen_0-5cm_mean_min
2022-03-22,10.399256,105.204494,124,122.28884505807584,120,391,379.26834611171955,365,337,316.42716319824757,303,338,327.0830230010953,315,231,219.96473165388832,201,438,407.7270536692224,391,385,372.3312157721796,362,60,56.28214676889375,54,4039,3563.7713033953996,3389
2022-03-22,10.402927,105.235656,129,126.33238387379494,123,388,364.9634092900964,353,309,292.5072304995618,270,356,327.5475460122699,299,254,239.3472830850132,218,433,392.53746713409294,371,389,368.33435582822085,344,59,56.25482033304118,55,3481,3071.952234881682,2526
2022-03-22,10.404721,105.258428,126,124.71012269938655,123,420,381.6352476983778,353,313,295.48509425690486,283,354,334.9180184129767,314,240,206.15366067514242,196,387,361.1950898728627,339,449,432.43511617711516,377,59,55.75822007891274,54,3851,3515.6080666374387,3174
2022-03-22,10.406199,105.248616,127,125.61875547765116,124,408,366.62483574244413,346,311,294.1530880420499,270,346,327.0569426193605,296,257,238.89027595269386,207,399,383.83004818221644,353,438,377.15834428383715,358,59,55.7724485326325,55,3851,3401.701051248357,3004
2022-03-24,10.378511,105.144998,125,122.76983779044276,120,380,361.580376697328,338,297,281.6386333771353,251,324,300.4290407358738,277,232,223.59767849321068,215,424,401.3219448094613,377,394,375.0565045992116,353,59,56.689224704336404,55,3620,3222.3282961016203,2843
2022-03-24,10.379507,105.154892,125,122.78094194961668,121,368,351.6620644312953,338,292,264.9143107604646,248,323,289.2866535174228,276,237,227.0797720797721,216,433,420.5917159763313,401,378,352.2833662064432,342,59,56.13083497698883,55,3749,2968.6785009861937,2597
2022-03-24,10.386546,105.19302,124,122.79692982456143,122,386,371.7638554216868,365,316,306.79999999999995,292,337,319.94983570646224,308,218,208.97283680175252,194,447,402.0124863088718,379,410,388.9347207009858,359,58,54.800438116100764,54,3820,3591.238116100767,3341
2022-03-24,10.387123,105.119326,124,121.53780407626557,118,400,367.31062431544353,347,317,293.30733844468784,277,341,322.5483023001096,299,266,238.58838992332966,220,391,375.9296823658269,368,401,385.4705366922234,345,61,58.07710843373494,55,4093,3631.9211391018616,3240
2022-03-24,10.389374,105.169781,125,122.824895901819,120,381,357.2683887915936,341,311,281.6304728546409,253,324,302.61077057793347,284,238,226.62543782837128,217,432,412.74671628721535,393,387,360.60310858143606,346,59,55.295315236427314,54,3806,3253.979640980735,2773
2022-03-24,10.389594,105.147461,124,122.51434830230012,121,384,372.30396668858214,360,307,293.740959894806,253,335,315.2647381108919,301,242,224.39842209072978,211,425,410.9892614507999,400,377,364.7056760902915,349,58,55.748191978961216,55,3607,3381.8080210387907,3027
2022-03-24,10.391781,105.161155,124,121.78576122672507,120,384,366.72129710780007,350,303,282.1345311130587,261,325,308.32164767747594,289,243,235.8429009640666,230,418,408.50569675723057,401,369,355.6706836108676,347,59,55.44106047326907,54,3806,3286.5782208588957,2865
2022-03-24,10.394341,105.126836,125,122.96757940854327,121,402,361.52037686240124,349,299,283.21998247151606,261,340,326.0262927256793,307,247,233.1958808063102,220,422,390.09268185801926,369,401,376.58567046450463,342,59,56.331069237510945,54,4073,3518.2546012269927,2993
2022-03-24,10.395094,105.169245,125,122.21932515337426,120,391,361.92919772029813,341,299,271.75668566418244,253,326,302.11749232792636,284,238,229.0230162209557,217,419,412.3805348531346,402,366,358.46405085488817,351,58,54.868917141604555,54,3894,3380.942569048663,3134
2022-03-24,10.395734,105.143745,125,122.36774052158667,120,394,371.21835304423996,354,310,293.3455978975032,277,361,329.31340341655715,309,237,219.56570302233902,211,431,413.8033289531318,376,387,366.6263688129654,358,58,55.45904511607534,55,4038,3472.442181340342,3203
2022-03-24,10.396044,105.180167,124,122.76587823039861,121,382,365.1379763469119,350,317,293.9879544459045,269,337,313.49780989925534,296,234,215.1281208935611,200,442,427.65111695137983,411,373,357.0683311432325,343,59,54.55716162943495,54,3691,3378.235435830048,2952
2022-03-25,10.37346,105.184697,124,122.01445466491457,121,411,379.4329241560718,363,311,295.81630863656284,289,333,315.20122753178435,299,218,209.96427005699255,205,409,397.47062691801835,376,415,392.46799649276636,377,56,55.47413415168785,54,3666,3378.278605874616,3183
2022-03-25,10.377238,105.165363,125,122.56638913234003,120,383,372.51972818939066,347,311,285.587023235423,250,327,307.5390179745726,276,233,218.62779482683038,210,430,401.41144234984654,378,405,380.15585269618595,345,59,55.6646207803595,55,3532,3109.611793073214,2597
2022-03-25,10.381544,105.174719,124,122.34304490690032,120,396,373.2858081471747,357,311,292.3812965396408,267,331,313.2652212001753,297,227,219.74485326325015,205,432,391.2536136662286,368,407,388.8856767411301,346,59,55.97722295225581,54,3762,3293.4375821287776,2773
2022-03-25,10.384444,105.3447,124,121.37311145171886,120,386,373.5815633895336,353,312,297.525947011167,272,325,307.8721261221808,283,196,181.3939128530764,167,424,396.5469673746441,372,444,421.97460039413176,406,60,57.19443836216334,56,3805,3373.3685132472074,2955
2022-03-25,10.391149,105.359279,123,122.31872946330776,121,395,375.2788356314292,358,314,302.5305318450427,282,323,308.75180564674986,294,194,182.26285839352158,169,409,388.11249726417157,373,448,429.7960166338367,414,60,57.347778507332016,55,3646,3241.8424162836504,2905
2022-03-25,10.391491,105.34899,124,121.71406660823838,121,386,368.5143483023001,347,313,289.59671412924433,270,325,302.49857612267255,278,178,167.90821467688943,156,426,412.3235487404162,391,440,419.8212486308872,406,61,58.12289156626507,56,3646,3272.537568455641,2928
2022-03-25,10.399353,105.356462,124,121.95048203330413,119,387,368.3959246275198,348,318,291.3356704645049,275,327,301.5076687116565,286,197,187.25372480280453,161,410,387.5339614373357,373,448,424.8422436459245,415,61,57.2508764241893,55,3696,3120.916520595969,2774
2022-03-25,10.400189,105.331053,122,120.09638554216868,118,402,375.1086527929901,358,324,309.709748083242,285,339,323.94370208105147,297,197,178.8142387732749,166,438,404.34852135816,375,447,416.8109529025192,385,60,57.16341730558598,55,3699,3374.76582694414,3015
2022-03-25,10.405902,105.36283,123,121.26281208935612,120,397,369.1196581196581,348,326,299.5996055226825,279,324,307.5364891518737,289,197,188.39206662283584,173,408,378.6504492658339,364,461,432.63839579224197,419,61,55.73942581634889,54,3696,3310.4306377383296,2851
2022-03-25,10.411649,105.370659,127,122.55650459921156,120,375,359.0619798510731,339,326,297.72558037669734,272,327,304.0326325010951,291,196,186.94459045116074,174,387,372.127682873412,356,461,440.87888742882166,426,61,56.68177836180464,55,3502,3133.844064826982,2851
2022-03-25,10.412537,105.321768,125,123.60994305738068,122,410,372.77792378449413,342,339,310.14016644765655,293,350,324.391809023215,290,219,206.9237844940867,195,411,391.8812965396408,366,430,401.18199737187905,371,58,55.32982917214193,55,3690,3312.376697328077,2707
2022-03-25,10.417429,105.363577,123,121.40166447656595,120,382,367.09949594564983,339,326,310.7466579005041,278,324,311.2596975673898,288,200,182.80298049528818,173,399,382.5612535612536,365,461,434.6318211702828,402,57,56.644751260135884,55,3513,3259.73986412448,2878
2022-03-25,10.419561,105.277369,126,124.42444152431013,122,409,384.96342531756477,370,330,294.01598773543594,272,354,332.99956197985114,319,213,194.46430135786252,179,405,377.6765221200176,358,441,427.87888742882177,410,60,57.428821725799395,55,3573,3240.698861147614,2988
2022-03-25,10.434116,105.27315,126,123.32515337423317,121,411,381.2287968441815,362,320,301.4608809993427,279,336,319.9443348674118,300,212,186.97085250931408,172,458,426.1527503835197,369,424,386.9432390970854,366,60,56.162612316458485,55,3661,3131.264299802762,2789
2022-03-25,10.43531,105.292557,123,120.89268506351293,120,398,378.78707557502736,360,315,304.08784227820365,284,344,332.18357064622126,315,210,198.5296823658269,176,455,414.0219058050383,388,408,387.3001095290251,366,60,58.40525739320917,55,3756,3443.48630887185,3177
2022-03-25,10.443492,105.281103,127,124.14191852825228,121,396,373.8981826144078,348,310,287.03766148456316,264,334,309.19400043792433,276,199,189.61659732866218,172,472,460.6470330632801,444,376,349.75760893365447,341,59,55.90869279614628,55,3229,2936.0416028027157,2674
2022-03-25,10.458369,105.270803,127,122.679745725559,121,409,388.22292854011414,354,330,303.6262604121,245,364,335.1223147742219,281,182,168.33252959228412,157,480,456.00065760631304,437,396,375.82595352915394,350,58,55.91736080666375,55,3662,3298.1345900920655,2613
2022-03-25,10.470013,105.264425,124,123.43492550394394,122,408,388.5680175246441,376,326,307.8792990142388,266,355,337.55005476451265,315,185,172.1713033953998,162,455,442.3472070098576,421,411,385.5461117196058,369,59,56.29441401971522,56,3728,3365.826725082147,2863
2022-03-25,10.470305,105.287062,129,126.38685651697699,124,399,371.76319824753557,337,319,294.4797371303396,269,349,316.51894852135825,281,185,169.39233296823662,160,424,406.7373493975905,388,437,423.86812705366935,397,59,56.32968236582696,56,3690,3238.8440306681277,2668
2022-03-25,10.485812,105.267525,124,121.488275257506,119,414,377.6136662286466,355,320,301.55037231712663,274,333,306.1936049058257,277,184,178.92181340341656,170,448,437.5821287779237,427,398,383.45795006570296,369,59,56.21353482260184,55,3549,3080.7702584318877,2682
2022-03-25,10.494104,105.291042,127,124.61423877327492,123,395,377.7689949638713,362,323,307.176045544121,284,335,306.72257499452604,288,190,181.70308736588572,175,440,429.0851762645064,414,403,389.24392380118246,370,57,56.28311802058244,56,3743,3449.8311802058242,3053
2022-03-26,10.400449,105.171793,124,121.47054959492007,119,391,368.12833990363555,350,310,288.4045116075339,260,341,317.58979413053,292,234,222.30573806395094,204,435,418.72251423565484,407,366,358.9592641261497,343,55,54.34669294787561,54,3894,3501.4067017082784,3146
2022-03-26,10.402793,105.189574,123,120.89467922049492,119,410,370.9489818261441,356,324,312.2680096343333,284,349,322.2042916575433,306,227,215.11123275673313,195,436,424.0383183709219,408,379,360.70921830523326,338,59,55.186555725859435,54,3710,3480.0910882417347,3210
2022-03-26,10.405702,105.208668,124,122.64899211218231,122,412,380.8054338299737,365,325,310.9204645048203,303,342,328.18558282208596,313,235,225.53812445223485,210,436,403.5777826468011,389,384,370.83588957055207,353,58,54.38913234005258,54,4039,3564.084355828221,3247
2022-03-26,10.412311,105.176834,122,120.24403066812705,118,412,373.00372398685647,352,333,302.3509309967141,286,350,320.97415115005475,297,225,211.47360350492878,198,431,421.6140197152245,411,387,367.02081051478655,353,59,55.333625410733845,54,3864,3514.3572836801745,3167
2022-03-26,10.414226,105.195214,125,122.76155025180643,119,385,365.092641261498,348,329,307.5521243977223,294,353,337.59505037231713,317,239,229.90889180902317,206,439,400.8808585194919,390,382,369.2264564169952,342,55,54.71134472185721,54,4025,3620.8232588699084,3201
2022-03-26,10.417324,105.208881,125,123.01380368098164,121,392,360.48641542506573,347,318,296.6329973707275,267,343,318.49276950043827,296,235,208.89658194566178,193,440,419.66126205083265,372,408,371.26183172655567,353,55,54.83063102541631,54,3810,3301.5438212094664,2936
2022-03-26,10.426155,105.176598,126,123.96694395796848,120,389,357.2293718537975,338,306,278.51499233968053,254,353,318.24316042897794,287,229,217.7623112278398,204,417,380.11950098489837,364,423,401.9662945940031,377,57,54.82446924928869,54,3718,3299.4038082731454,2675
2022-03-26,10.427104,105.210954,126,124.45189568266491,123,380,357.2916301489922,347,303,292.776073619632,267,353,334.16958808063106,312,232,210.55477651183173,203,405,395.43755477651194,384,408,393.9417177914111,364,56,54.74978089395269,54,3889,3575.355609114812,3069
2022-03-26,10.437524,105.185343,127,125.30850131463626,123,376,350.2181060938185,339,299,291.08110477860595,281,344,328.3277071459887,308,218,211.57606313020605,204,402,385.2523016220956,364,418,402.89083735203866,383,57,55.38119245944761,55,3744,3468.787154756686,2964
2022-03-26,10.437524,105.202166,127,126.16538882803945,125,398,364.1362839614373,340,332,302.6391323400526,266,357,342.0907099035933,294,221,211.72458369851006,201,407,394.6476774758983,377,408,393.491893076249,380,58,56.04360210341805,55,3823,3503.756354075373,2764
2022-03-26,10.445632,105.21046,128,126.41858426473807,125,371,350.2284275076654,320,323,289.6322820849759,266,345,316.42203241349097,286,221,204.77858081471746,176,444,394.79697766097246,373,423,400.3493210687692,375,57,55.138852387209816,54,3583,3215.037231712659,2702
2022-03-26,10.447684,105.190977,128,124.90861275476662,123,393,362.63148675279183,339,305,291.9551127654916,277,345,328.8373111451719,298,223,212.65973286621417,203,391,371.9281804247866,361,427,415.2888110356909,389,57,55.661046638931474,54,3730,3400.945916356471,2789
2022-03-26,10.44819,105.181879,127,123.7687253613666,121,402,375.1243977222952,344,300,287.490582566798,267,343,320.46911957950067,288,224,205.82084975908893,183,446,397.73061760841,365,423,396.6213315812527,364,56,54.993648707840556,54,3730,3277.56329391152,2537
2022-03-26,10.452516,105.191857,128,124.88392466053442,123,406,379.91761612620513,348,322,290.12905346187546,268,348,331.60100788781773,283,223,207.8965819456617,193,426,376.09355828220856,361,429,415.8950482033305,373,58,55.523225241016654,55,3730,3398.0896143733567,2548
2022-03-26,10.452537,105.205118,129,125.80056980056982,123,426,372.3982029366646,320,323,294.40674994521146,271,344,324.33683979837826,285,220,204.15472277010747,185,436,385.2117028270875,365,430,410.5222441376289,361,56,55.298049528818765,55,3768,3415.590181897876,2530
2022-03-26,10.452718,105.220233,127,124.04621112571179,120,399,373.0155531215772,360,323,304.8727272727273,288,341,318.3861993428259,286,195,180.15859802847757,172,456,442.05914567360367,411,394,377.67097480832433,368,57,55.264403066812726,54,3642,3360.848192771085,2702
2022-03-26,10.458467,105.196191,126,124.90544977019042,123,406,392.2084975908892,373,327,313.5803766973282,268,348,320.0978975032852,295,220,202.89640823477882,191,442,414.87122207621553,364,430,382.054752518616,352,58,55.616294349540084,55,3700,3305.1892247043365,2788
2022-03-27,10.375656,105.29185,124,121.86412447950912,120,393,372.9918966272448,353,318,297.6936049058257,250,345,326.0223390275952,291,228,216.94590451160758,202,392,380.63688129653957,358,427,402.2676303109943,385,59,56.11979851073149,55,3758,3479.7196671046863,2692
2022-03-27,10.386495,105.284636,125,123.36799474605957,123,396,375.61454226894426,362,303,284.8162505475251,252,349,331.8291721419185,298,259,228.7144108628997,201,403,355.00635129215937,329,453,416.30201489268495,379,59,56.29916776171703,55,3846,3317.2063074901444,2587
2022-03-27,10.396712,105.324921,121,120.35524873986414,119,401,375.1550930996713,358,324,307.7145673603505,288,338,320.7664841182914,294,206,182.7526834611172,174,441,422.8341730558597,387,424,394.3859802847754,379,60,56.212705366922236,55,3652,3334.9406352683454,3022
2022-03-27,10.396951,105.281083,124,121.3884750219106,119,403,380.70821467688944,357,336,316.43658269441426,276,353,339.0534501642936,318,229,213.00131434830237,200,396,376.5423877327493,345,432,410.3984665936475,388,60,55.985542168674726,55,3759,3506.730996714131,3136
2022-03-27,10.399444,105.118528,123,121.60411648784763,118,413,373.3071366024518,355,313,288.5385288966725,276,356,331.4279772329248,302,261,246.37609457092816,229,411,380.40477232924684,364,396,373.14492119089317,341,59,57.453371278458846,55,3959,3560.090192644483,3065
2022-03-27,10.399645,105.141286,125,122.92791411042944,118,398,371.8963174046471,350,312,288.73060061376594,262,361,337.97413415168796,320,251,228.93182814555027,211,431,398.17207365190717,371,389,372.92481367821136,357,60,55.96953090749673,55,4165,3552.80754055239,3203
2022-03-27,10.400025,105.152916,124,122.43307776560786,119,402,373.3811089195704,353,307,292.1792680254217,263,348,322.32149901380666,293,239,226.05895244356773,216,427,408.9478413324566,400,377,365.1759807144421,347,60,56.0089853166776,54,3922,3475.953758492219,2967
2022-03-27,10.403175,105.123726,125,122.65498357064622,121,402,363.1347502191062,351,295,283.4726117440842,262,341,324.5446976336548,313,260,248.37839614373362,236,394,381.34377738825606,369,391,370.2353198948293,346,60,57.423093777388274,55,3984,3554.804776511834,3051
2022-03-27,10.40466,105.311554,125,121.62119553317282,119,392,367.55319614711027,337,317,301.6081436077057,279,342,316.84741681260937,278,215,203.45030647985988,192,442,410.99474605954447,382,415,385.33537653239927,360,58,55.374124343257435,55,3581,3282.7686077057783,2750
2022-03-27,10.406597,105.221367,129,124.6376176921393,121,402,375.93213660245164,355,333,317.0632661996497,268,351,322.7491243432573,292,244,226.09041155866893,220,423,405.03765323992985,375,396,368.7162872154114,351,58,55.069395796847616,54,3691,3345.8826619964966,2686
2022-03-27,10.407581,105.1521,124,120.75772179627604,117,402,376.1767798466593,347,307,297.41051478641833,276,345,327.63329682365827,297,232,219.3301204819277,199,435,406.5991237677984,396,386,374.0256297918948,348,60,56.91478641840088,54,4006,3542.8243154435922,3152
2022-03-27,10.408003,105.139183,125,123.8141980718668,118,398,361.79710780017535,341,312,282.8851884312008,256,345,322.58961437335677,300,252,240.47524101665215,214,445,385.57690622261185,371,389,373.9371165644172,338,60,56.237949167397026,55,4165,3411.7848378615254,2844
2022-03-27,10.408214,105.131329,125,123.60898138006573,120,388,367.6945478432232,341,311,284.57915480621847,263,343,323.8211079483249,304,272,244.16465951390416,214,442,395.43223122399826,375,381,360.1401357565142,336,59,56.27238887672432,55,3930,3431.771841471425,2948
2022-03-27,10.409187,105.288345,123,120.45584045584047,118,425,387.719640508549,366,342,318.3776852257783,269,366,344.0938185006577,310,202,182.54932047347657,171,406,394.8752740026305,360,446,422.5832967996493,404,61,58.48925909688733,56,3885,3544.67623849189,2691
2022-03-27,10.410742,105.220616,127,125.32756354075372,123,402,373.7616648411829,355,324,304.1073384446879,268,352,331.91303395399785,299,244,228.32946330777662,220,411,392.6817086527931,371,396,378.90777656078876,358,55,54.58882803943046,54,3691,3444.8871851040535,3026
2022-03-27,10.413742,105.22261,127,125.68192771084337,123,391,369.0575744308231,352,324,298.04640980735553,268,352,337.85179509632223,311,244,228.82640105078812,221,411,384.5834063047285,371,396,386.51291593695277,361,55,54.39798598949212,54,3691,3452.038528896673,3033
2022-03-27,10.413908,105.234515,127,125.75849222003072,124,382,365.53857957036394,354,308,297.7645769399386,285,355,335.98597106532225,320,250,236.26413853572996,224,388,380.1466462078036,365,399,383.5271810609382,366,57,55.16001753616833,54,3934,3498.9892590968875,3253
2022-03-27,10.415236,105.156765,122,121.00744308231175,118,407,375.7076215505914,352,315,299.8694699956199,283,338,318.06679807271144,301,226,205.60337275514678,195,446,432.1901007446343,401,384,362.26587823039864,349,60,58.19338589575121,55,3594,3335.5497152869034,3131
2022-03-27,10.41636,105.142144,123,121.13562664329535,120,373,361.7077125328659,346,309,294.4943032427695,273,330,314.20815074496056,297,242,230.85582822085894,212,445,407.7449605609115,388,375,361.34180543382996,338,60,56.45683610867662,55,3711,3483.601446099913,2999
2022-03-27,10.417011,105.261676,125,124.39623467600701,123,405,376.4002627545435,363,298,283.93540617473184,276,352,335.1399167943946,316,209,199.4357346179112,187,389,368.61681629078174,348,446,431.8344646376177,404,58,55.29100065688636,55,3633,3448.4681410116054,3281
2022-03-27,10.419552,105.116409,124,121.16403854577315,119,404,367.38896189224715,355,314,296.0015330705213,278,339,314.93210687691635,299,263,236.12439772229527,224,420,405.1377573368375,393,376,358.5810337275515,331,60,58.16119141480508,56,3486,3162.626806833115,2685
2022-03-27,10.420174,105.16361,126,121.3930370045982,118,407,376.5864184008762,325,314,299.4442497261774,243,336,316.5145673603505,282,221,202.02212486308872,193,444,426.19561883899235,378,402,371.77283680175236,349,60,57.358598028477545,54,3671,3207.8725082146766,2644
2022-03-27,10.420483,105.223648,127,125.89504820333042,124,375,364.1079956188391,343,301,292.63723986856525,268,352,332.63395399780944,304,238,225.6173055859803,214,396,381.4600219058051,371,400,392.8832420591458,375,55,54.13953997809419,54,4062,3426.5796276013148,3033
2022-03-27,10.420702,105.15698,124,121.39101861993427,119,409,379.4326396495071,352,316,300.90142387732743,289,336,317.86286966046,299,229,211.1351588170865,202,444,421.3890470974809,392,385,367.4470974808323,349,60,58.048849945235474,55,3833,3292.6306681270544,2999
2022-03-27,10.421066,105.136822,121,120.40302101576185,120,408,369.02562417871235,349,313,293.44721857205434,273,325,314.7610600087604,297,241,217.03197547087166,201,433,420.55102934735004,396,376,362.44612352168207,347,60,56.589137100306615,55,3588,3326.8131844064833,2942
2022-03-27,10.422463,105.151846,123,121.36218229623134,119,401,370.15308804204983,349,316,302.3112133158125,278,342,319.3935611038107,298,234,221.34888304862022,206,434,408.2739816031537,390,385,370.3723171265878,351,60,57.74441524310118,55,3833,3367.4080157687254,2709
2022-03-27,10.42324,105.126544,124,121.82102957283684,120,417,375.2646801051709,362,321,303.89219982471525,279,339,315.68667835232264,302,235,224.22261174408413,207,425,411.0063540753726,395,378,364.8915425065732,347,60,57.1343120070114,55,3554,3188.049298860649,2609
