date,latitude,longitude,aspect_max,aspect_mean,aspect_stdDev,elevation_max,elevation_mean,elevation_min,elevation_stdDev,slope_max,slope_mean,slope_min,slope_stdDev
2022-03-22,10.406199,105.248616,354,163.00054339592813,106.62953134149133,9,0.9976354043853706,-10,2.517168569073006,10,3.139106064298559,0,1.844438104864353
2022-03-24,10.378511,105.144998,356,169.8012588476701,107.00246000837213,18,3.030130660615061,-12,3.095438994302981,21,3.5424638764735117,0,2.774259843129631
2022-03-24,10.379507,105.154892,355,171.52010829825508,104.9398824347824,19,3.3965600152829682,-17,4.275333358493877,17,5.496864357094393,0,3.0789489199541724
2022-03-24,10.386546,105.19302,353,163.153109417507,106.85921614951934,12,1.263027540460962,-6,1.892619365452085,14,2.6754625756687522,0,1.6629361121148223
2022-03-24,10.387123,105.119326,353,158.47389066189763,103.78787241111812,9,1.4870186116517965,-11,2.4335516767487984,12,3.35480375592421,0,1.9715673449108568
2022-03-24,10.389374,105.169781,354,167.94348981749545,104.16904001890711,20,2.749025885266906,-15,4.105821917008974,26,5.433537872724457,0,3.539630294622228
2022-03-24,10.389594,105.147461,354,161.90269438891292,105.00804553071812,12,1.873751362673772,-9,2.4715352042012517,14,3.1523493977887656,0,2.1803978155326886
2022-03-24,10.391781,105.161155,354,163.28590530201976,101.79830932934458,18,2.7529138220057376,-11,3.943377262936338,17,4.929831148172664,0,2.8111895340086783
2022-03-24,10.394341,105.126836,353,166.903496954945,103.79582903650225,11,1.8835797593599615,-8,2.738301510966919,12,3.712055387392256,0,2.1261963624487152
2022-03-24,10.395094,105.169245,354,168.66760202485287,105.45263639700109,21,2.550323258471743,-11,3.7832926771130233,24,4.965299528698039,0,3.1248252409024855
2022-03-24,10.395734,105.143745,352,166.74600168627396,107.03446562460967,9,1.6994743567786896,-6,2.093582260708073,9,2.909823863411806,0,1.6969357131357623
2022-03-24,10.396044,105.180167,354,161.5646103682234,107.12421019620602,13,2.327139187141822,-9,2.6976799629808608,16,3.4658059416375746,0,2.4269149894935094
2022-03-25,10.37346,105.184697,350,159.15935508308485,105.43625406843525,10,0.9791505409989949,-6,2.208916045715094,12,2.8421699247377323,0,1.7633626212190217
2022-03-25,10.377238,105.165363,355,166.63587887331363,102.8637457236229,21,1.6881916631534573,-13,3.583286005312423,27,4.857734770236086,0,2.9238696218597564
2022-03-25,10.381544,105.174719,354,164.59735392053867,105.3280950538847,11,1.2873140350241585,-10,3.0360469821188265,17,3.9523646412115214,0,2.5123581816545624
2022-03-25,10.384444,105.3447,353,159.9724366913489,104.88872545599459,12,2.8885379061371843,-5,2.3482781192995086,12,3.0453371630346,0,1.7684572415135427
2022-03-25,10.391149,105.359279,353,161.5416779199904,105.92808714274781,10,2.5266687306909428,-6,2.131023088957684,11,3.1198396648375892,0,1.7479986761883963
2022-03-25,10.391491,105.34899,352,162.82219894667162,106.36385797620994,10,2.67339571620077,-6,2.433953599059814,11,2.9654456883689218,0,1.759037568376646
2022-03-25,10.399353,105.356462,350,158.5826112730328,103.93731788251031,9,2.8072914093760803,-4,1.9757949786728275,10,2.653272736254509,0,1.5461565134060926
2022-03-25,10.400189,105.331053,352,162.37966500243695,106.72140185951811,10,1.5019035449407858,-6,2.3052607294016823,12,3.0407253230757063,0,1.843966290907747
2022-03-25,10.405902,105.36283,354,166.58643550889073,105.4112317168196,14,2.462703083677226,-7,2.476312264817422,14,2.9660937124338433,0,1.8921217251947695
2022-03-25,10.411649,105.370659,353,170.62534826280248,102.4848404130264,13,2.8176980075745104,-8,2.811905238709988,18,3.5895702288819353,0,2.1254177678848336
2022-03-25,10.412537,105.321768,352,165.41534955258174,107.9935470271359,13,1.3776985880888306,-7,2.8490950506500514,13,3.4448228277086312,0,2.0347770418925397
2022-03-25,10.417429,105.363577,354,168.90178571428584,107.57818880137728,14,2.684914633503715,-11,2.662227155916508,16,3.2480634452231656,0,2.205886064020656
2022-03-25,10.419561,105.277369,353,159.97648717003003,105.91946596620683,8,0.9757824437536227,-7,2.123724157723062,12,2.759510511618104,0,1.6527976895256093
2022-03-25,10.434116,105.27315,350,161.3339172871177,103.30255322094071,10,1.1455625549514787,-16,2.517587778250632,15,3.134442186928877,0,1.9087129613468916
2022-03-25,10.43531,105.292557,352,164.7118407403139,103.47440584322551,9,0.8781709505853683,-14,2.7038750873841577,16,3.4681299501078513,0,2.1777404698679317
2022-03-25,10.443492,105.281103,356,166.2906480505796,103.02104370244734,16,2.19507705479452,-30,3.9723925138593486,32,5.096206533192837,0,3.52967781471218
2022-03-25,10.458369,105.270803,354,162.04439226946883,111.66430422488332,28,2.8718185979274167,-8,3.5813108990076827,26,3.4140194086519,0,2.918316707511813
2022-03-25,10.470013,105.264425,349,156.48125026752416,106.582956913638,9,1.1378152256586034,-5,1.8382928484491228,8,2.514308009917325,0,1.5084118937728637
2022-03-25,10.470305,105.287062,355,166.40460197039155,104.46303943844688,17,1.8428033296454354,-11,3.506324339287788,17,4.550069806648754,0,2.7855824244236436
2022-03-25,10.485812,105.267525,353,164.2530405694607,104.66954039389026,17,2.244872022810033,-10,2.997307833726822,17,3.6422235830979237,0,2.408381574752189
2022-03-25,10.494104,105.291042,352,154.56337105361075,106.92317239093248,10,1.8386709117068956,-4,1.8181744205197228,10,2.5448972267858947,0,1.567411293375981
2022-03-26,10.400449,105.171793,354,160.85011000737768,108.37059037282383,16,1.9927836477655987,-11,2.8678730624172966,17,3.518503636172008,0,2.4546614192944514
2022-03-26,10.402793,105.189574,350,160.63110575403093,106.50043124365745,10,1.8988071714616928,-6,2.2078687998989928,14,2.9557711560754556,0,1.8108450696506666
2022-03-26,10.405702,105.208668,350,157.04293787543477,106.23071825139463,8,1.3082187269469912,-8,1.9732651921259945,9,2.5943921909579526,0,1.618573089097111
2022-03-26,10.412311,105.176834,352,161.15351885394364,104.75124621063317,12,1.6666655689115761,-11,2.5764416938269217,14,3.1282364564465666,0,2.031636819039199
2022-03-26,10.414226,105.195214,350,163.12916228935387,105.97108080569745,10,1.4017928595187201,-7,2.0858001605441507,11,2.811670711907499,0,1.7371025405370664
2022-03-26,10.417324,105.208881,352,165.67046405164191,105.87924314947084,10,1.8836511543655108,-6,2.3414740169820236,13,3.0009287619800404,0,1.8230769114088903
2022-03-26,10.426155,105.176598,353,164.1108703526855,105.42106698910713,22,1.8827378404188762,-13,3.036595980811918,19,3.8626337800902277,0,2.58556084805442
2022-03-26,10.427104,105.210954,350,160.6211811352941,104.52207118494049,13,1.4530012481187664,-8,2.071919868455712,14,2.897937475506905,0,1.7462277543614424
2022-03-26,10.437524,105.185343,350,161.5165442750355,105.94379052186515,7,1.5524022787894758,-11,2.03894406692768,13,2.676632528731848,0,1.699982541162556
2022-03-26,10.437524,105.202166,353,167.0141867327045,107.78052401747543,9,0.9569655935507666,-8,2.1288948921933604,10,2.8021036408662194,0,1.8462195894559505
2022-03-26,10.445632,105.21046,354,156.5306231313305,103.34051771302826,10,1.8071895209620281,-7,2.2965326222414726,12,2.9684943956376886,0,1.8083546072782615
2022-03-26,10.447684,105.190977,346,154.5000148174002,107.63050652169824,14,1.8412134462968033,-4,2.110519884886976,14,2.704521282725875,0,1.7263381686781962
2022-03-26,10.44819,105.181879,349,165.76072910492,108.77225433289115,8,1.7353421589936122,-4,1.863432436794989,11,2.5282157676348556,0,1.4583726929665672
2022-03-26,10.452516,105.191857,350,156.8071151737468,105.13197676754993,10,1.3198173131065003,-5,1.951118930092443,10,2.6261273868990958,0,1.5955097296964564
2022-03-26,10.452537,105.205118,354,168.61041172034763,104.14397841502343,11,1.4909558511181293,-11,2.9014124838467485,14,4.185282388853947,0,2.3514854841581707
2022-03-26,10.452718,105.220233,349,158.77894632861393,108.00657878152934,11,1.6778827790582815,-6,2.092951343504827,10,2.6317122160026347,0,1.5643440994797861
2022-03-26,10.458467,105.196191,354,170.6345557944791,105.65992376168744,10,1.4454601435077408,-8,2.6773803096275293,14,3.582023004705656,0,2.102912677024549
2022-03-27,10.375656,105.29185,350,155.0774206936077,109.12127744797067,8,1.6702250651348305,-4,1.6950886987080647,8,2.255252782434841,0,1.3982720510525555
2022-03-27,10.386495,105.284636,353,159.5064112909867,105.3280333140157,8,0.9297442400487478,-9,2.4429435709828096,14,3.2111262989739977,0,2.288762067411638
2022-03-27,10.396712,105.324921,352,161.78631296415236,106.90053910006874,13,1.9948788881753372,-7,2.47581133552745,11,3.1615768413772667,0,1.8812279435285928
2022-03-27,10.396951,105.281083,352,161.66359827950757,106.21258164407492,11,0.7092354611143683,-8,2.355629012128524,18,3.3324364201637526,0,1.9696659871931568
2022-03-27,10.399444,105.118528,350,161.72333494725135,105.31378822757907,10,1.5760468233813894,-7,2.4806343396931845,13,3.202029584103239,0,1.9303045946952306
2022-03-27,10.399645,105.141286,353,169.6285878962537,106.00716372675672,9,1.7122997118155625,-6,2.158369221909273,13,3.0595636064223974,0,1.7965904699558273
2022-03-27,10.400025,105.152916,354,161.27054336585138,105.84303750571114,15,1.649651215640294,-8,2.2624510618477993,15,2.8881979804101094,0,2.064318973508943
2022-03-27,10.403175,105.123726,350,163.795856331757,105.21021847995539,10,1.6541772602126177,-5,2.144809697995731,10,2.918098167590995,0,1.7511354876074585
2022-03-27,10.40466,105.311554,350,154.78360799346612,108.08691684646918,11,1.6006593160501643,-6,2.355771675632639,12,2.87183515122774,0,1.789588381634642
2022-03-27,10.406597,105.221367,353,160.11583558395367,109.14736642843012,9,1.914053751399777,-7,2.2247814159663286,12,2.6891937290033616,0,1.6712157992098542
2022-03-27,10.407581,105.1521,352,160.59054773227246,105.71814455871237,9,1.561412406307219,-7,2.0048831173534047,9,2.7162607195078565,0,1.6482416338077723
2022-03-27,10.408003,105.139183,352,159.08992290440608,104.42385776410786,17,1.8994431070084214,-7,2.3226835993529606,19,3.1966151708057677,0,2.1746903720779724
2022-03-27,10.408214,105.131329,352,158.20188248002572,105.43613050813319,14,2.003481073105828,-7,2.436168737052979,13,3.121850732112158,0,2.0074759494396774
2022-03-27,10.409187,105.288345,353,159.71118195500608,107.25822174377934,6,0.16016282386107283,-8,1.906331937119809,10,2.5687143699302797,0,1.5900544681172473
2022-03-27,10.410742,105.220616,353,157.91486418842376,107.76916006286001,11,1.6224049582422204,-7,2.0746475288132893,12,2.7095232763390156,0,1.7309743302169136
2022-03-27,10.413742,105.22261,353,162.48955153096017,105.8682184311981,9,1.4362404613464286,-7,2.203759752483313,12,2.9494554280990535,0,1.7268314665059987
2022-03-27,10.413908,105.234515,349,164.09864447415737,103.7009293171698,7,1.416379599928865,-11,2.096328480104647,15,2.8882053443812867,0,1.774753663721651
2022-03-27,10.415236,105.156765,352,168.87521283638034,105.62072876352924,9,1.5474530442600876,-11,2.692111665840624,13,3.4875920918728642,0,2.0899290601556624
2022-03-27,10.41636,105.142144,350,162.67110597363433,105.01401547751624,10,1.8962229664977241,-8,2.2989940234324844,13,3.1460755933621187,0,1.852217556482826
2022-03-27,10.417011,105.261676,352,158.93636809743225,106.30485423172786,10,0.9132385051887617,-5,1.9193984808391304,9,2.6592180794830695,0,1.5901745076976765
2022-03-27,10.419552,105.116409,353,155.94134016578352,103.62141043843111,16,2.3593853429453087,-8,2.4843238487723847,16,3.3817302214069533,0,2.271672399027519
2022-03-27,10.420174,105.16361,354,168.13237163653113,106.14217490502111,16,2.4172512597569398,-16,3.0403418981523513,23,3.648081546619239,0,2.6148895207755287
2022-03-27,10.420483,105.223648,352,165.4075358481369,104.28122387117789,10,1.9286100078381776,-8,2.1960935597193387,10,3.002875096330546,0,1.803193004907814
2022-03-27,10.420702,105.15698,352,159.7315939050856,106.29858852260939,9,1.55750288971656,-11,2.3734649943606896,13,3.135353994395102,0,1.9561547745992822
2022-03-27,10.421066,105.136822,353,159.34726023111605,106.06340412558147,8,1.7535969860731013,-6,2.0851201814455447,11,2.8798084681071083,0,1.7112073706843847
2022-03-27,10.422463,105.151846,353,163.77837059871635,104.86326316963932,11,1.5055906307944134,-11,2.394774035431321,13,3.2735209940948455,0,1.9924161769625899
2022-03-27,10.42324,105.126544,352,166.57537747188513,105.44574032667032,18,2.307039006800256,-4,2.666070424933508,19,3.5453180313832675,0,2.2932499053561215
2022-03-27,10.426536,105.115181,353,159.8557612199804,104.82980223645085,16,2.480056112250846,-6,2.5244206018522304,16,3.645929721381601,0,2.188205285116463
2022-03-27,10.428426,105.156744,353,157.78579614310556,105.27740859506069,8,1.3289425154117707,-16,2.2866743919422543,21,2.983116207387112,0,2.010603426567184
2022-03-27,10.429142,105.151556,353,164.0405105474949,103.98575004659764,8,1.669243991912379,-16,2.214577314831657,21,2.994928772301875,0,2.003053469667643
2022-03-27,10.429339,105.125493,354,165.62029468525853,102.76784579439924,15,2.1458474671163135,-8,2.864275418836727,16,3.8082009972138633,0,2.2793297682368907
2022-03-27,10.430085,105.221996,353,167.5725336389323,104.31114718202379,13,1.7375833975486228,-9,2.461803314766354,13,3.3198942258929227,0,2.1147615830840087
2022-03-27,10.43062,105.165627,352,164.55039650652708,108.11235267930611,11,2.5493196158760667,-6,2.4352780969222927,12,2.856526550129752,0,1.7258645866181777
2022-03-27,10.433791,105.231265,352,170.66396862455827,105.02319003474946,11,2.312680907674931,-7,2.6189788170634922,11,3.0714838463235585,0,1.730512073891537
2022-03-27,10.435839,105.132981,350,163.35062732571535,105.42902621210571,15,3.468620542035764,-4,2.93957987235748,14,3.2528270820298353,0,1.9863756970612902
2022-03-27,10.438048,105.153225,350,162.70740935884353,106.59141597561963,11,2.498992327197287,-5,2.2198031050399205,10,2.7883623670431716,0,1.7767010628315238
2022-03-27,10.451085,105.243664,349,160.68533006690885,104.18069675716986,12,2.1390765765765765,-6,2.395611187409029,12,3.1885602707971135,0,1.92923277887392
2022-03-27,10.454948,105.23029,352,157.95584656772846,107.48389355244066,12,1.7417111471857907,-7,2.087690990853181,14,2.738230635744887,0,1.7164439982705078
2022-03-27,10.455571,105.240074,350,167.05668864053956,106.70509068835837,9,1.387225299149802,-8,2.2539597305897416,14,2.960908019256225,0,1.8477845545791027
2022-03-27,10.467229,105.24767,352,165.92950701999314,103.57568516157322,18,1.6166431788847029,-10,2.7375144311530075,17,3.5201972973684885,0,2.451548505142467
2022-03-28,10.257715,105.375007,352,161.70873434529489,106.229613997141,10,3.6863358846535315,-11,2.2950124396659466,13,2.8768578893783587,0,1.7744045075329211
2022-03-28,10.275826,105.364451,356,163.60900278742432,104.80697535969836,12,3.0586545241280234,-10,2.698226249863966,15,3.386255955401213,0,2.2299131681708664
2022-03-28,10.292156,105.361294,353,161.39919673686697,105.4414609867074,12,2.5817496507551603,-5,2.115385933290285,12,3.0190667914283438,0,1.7346751884932812
2022-03-28,10.3037,105.354593,349,157.34416664744896,103.68416303445954,15,3.7514718042821515,-5,2.8697322694198033,14,3.5028480689466575,0,2.171434383832018
2022-03-28,10.314233,105.359823,353,162.19815246146283,103.6670731908456,12,3.723267850259767,-8,2.9820730596983673,11,3.5379111086219535,0,2.147554693817286
2022-03-28,10.34297,105.382435,356,167.63575035492775,104.05546867346051,14,3.7525651963384004,-9,2.812451566844012,14,3.393987805641293,0,2.008540019832642
2022-04-01,10.468679,105.203699,353,163.106681857696,105.31473756928312,17,1.9339848792181442,-15,2.695782322249646,15,3.2651668817997423,0,2.2668212952170728
2022-04-01,10.48195,105.238448,352,158.8767380374624,108.12272007018346,9,1.6672845623750905,-5,2.144980395781854,9,2.763913354120093,0,1.6072730497624335
2022-04-01,10.482003,105.203866,356,162.0773141395217,106.1682230038009,10,2.9160775610864316,-6,2.5280779579928434,14,3.1201149784826896,0,1.9522694706515518
2022-04-01,10.494453,105.241281,350,154.24784765868057,105.2983550421277,9,1.6142049588627068,-6,2.0255205963077785,10,2.7264361836971864,0,1.6309110565189127
2022-04-01,10.501829,105.273585,349,163.88252472574504,105.00792839507474,12,2.3621218705964475,-5,2.3260835163573312,15,2.9619335466793104,0,1.8627569126691352
2022-04-01,10.50203,105.222373,352,162.34265923053124,106.05947767090153,11,3.1482837408063413,-10,2.5390954865457007,14,2.9515246492088676,0,1.9158056692850278
2022-04-01,10.50915,105.265098,352,165.78690559279394,106.65591799606314,10,2.152820759313641,-8,2.0831170106820456,11,2.7660857026219094,0,1.6313745881164081
2022-04-01,10.510542,105.248554,354,160.3001744855967,105.85986986194285,12,2.105260905349794,-8,2.491045443188656,19,3.34398683127572,0,2.0885171710596313
2022-04-01,10.524082,105.268907,353,160.33628414724876,106.08350433618241,14,2.496763871239605,-7,2.1502081734269973,14,2.9605804620783656,0,1.9373337857902786
2022-04-01,10.524439,105.254678,350,162.80078487663877,105.05254015024006,15,2.7008875953934584,-5,2.6127707102193773,14,3.5495519223551573,0,2.2081957853323804
2022-04-01,10.536277,105.293087,353,165.49892184974362,105.03798097055386,12,3.196618394066387,-15,2.7044697438925334,20,3.1226325960212113,0,2.305867091607466
2022-04-01,10.542998,105.261159,355,165.0040522346543,103.79776635816236,20,3.995835843348706,-11,4.120721420973852,18,5.2718486551255355,0,3.0691091205516283
2022-04-01,10.549477,105.273725,353,168.8654725496844,102.74374842731876,16,3.6472197440801652,-12,3.824638823148509,21,4.780835311274758,0,2.958244635830301
2022-04-02,10.485464,105.251956,352,160.55228544054367,105.03807997398776,8,0.9054973709943468,-6,1.9745532337078229,11,2.714045837215657,0,1.6245849783138564
2022-04-03,10.44784,105.141425,352,159.93015727702613,105.58465593863694,12,2.509237061527721,-9,2.3132608354869792,16,3.294782459791614,0,2.069075668441176
2022-04-03,10.458071,105.162504,354,165.7205700287122,106.01543647577498,9,2.6881338408450333,-5,2.007964337923906,9,2.7463846376735255,0,1.653123264364179
2022-04-03,10.461453,105.172294,353,157.86095798839557,104.68223264985747,9,2.413793557649876,-3,1.9032725298035211,8,2.6804081955228876,0,1.541748110626614
2022-04-03,10.464233,105.183189,350,163.0110313851139,106.4394319218291,11,2.7863764040318877,-5,2.689563343073746,13,3.3433263413011782,0,1.9753674316809544
2022-04-03,10.467778,105.163448,350,161.08019652330253,107.64905687527207,10,2.4366386875615387,-4,1.9418087408188447,13,2.6053464348868394,0,1.5647004508099769
2022-04-03,10.476738,105.227333,352,157.33818357831524,105.4678468133273,8,1.6436041304462352,-7,2.1796962917642992,11,2.9160212844423357,0,1.7362893030203947
2022-04-03,10.505489,105.203926,355,168.62419050566427,104.47402912818897,38,2.5817297087301894,-9,3.6566178402730185,32,4.594480787781611,0,3.231612349658447
2022-04-03,10.514912,105.216308,350,163.450642787773,106.46623454322719,10,2.6268242498065884,-5,2.2112575533083096,11,3.1562970156869845,0,1.860154581235166
2022-04-03,10.522871,105.184845,354,168.2123522633745,105.91570817686345,12,2.857544032921812,-7,2.771944240066232,15,3.852885596707823,0,2.3549571004536958
2022-04-03,10.527792,105.204924,352,160.00157026697823,106.6120665084592,9,2.515765217105046,-5,1.8869558472294168,12,2.6120617572505513,0,1.5521351246069282
2022-04-04,10.474439,105.216928,350,159.77633225330587,108.73154155386696,13,2.4277567040724928,-7,2.311708183877772,15,3.1915237606027067,0,2.0916045816562576
2022-04-04,10.498551,105.167513,353,164.1249773657335,102.35725214989631,13,3.18107413174954,-6,2.974632940419293,16,3.784185973010078,0,2.2272994899082508
2022-04-05,10.195117,105.200047,354,162.22343713956164,102.57403810429281,14,2.3997198879551807,-10,2.7713098167251435,15,3.8786356895699443,0,2.2514980595638323
2022-04-05,10.208515,105.202809,350,164.0848576917628,105.76057368619168,13,3.1289457294347547,-5,2.1899449608358013,11,3.2365411041287033,0,1.7988592571090394
2022-04-05,10.22418,105.198785,353,160.47532589067984,106.1599841209518,12,2.0106631166879754,-8,2.5239529039190574,14,3.5003954184185897,0,2.1448633774671824
2022-04-05,10.227343,105.230821,352,169.69468453536217,108.24815891141681,11,2.8085661656885437,-4,2.5066254706664,12,3.238050831540201,0,1.894994085327268
2022-04-05,10.228207,105.177659,353,167.01837365476254,104.71143781221099,13,2.3607081897205093,-10,3.0247698085388732,14,3.9949946948378465,0,2.3231577150394425
2022-04-05,10.236082,105.210347,354,165.3553074687457,107.2540311986679,9,1.6369522667211471,-13,2.550680057920538,13,3.3443149091532174,0,1.968969883880431
2022-04-06,10.46658,105.139698,353,158.14878947420402,104.92275621089829,10,3.443678365288054,-4,2.279528027382229,11,2.8622308707949338,0,1.6942015409655704
2022-04-06,10.540457,105.207852,352,162.0479316315848,104.93582936778816,11,2.6120039767452568,-7,2.4141690082263096,12,3.078922591731794,0,1.8920185496545274
2022-04-06,10.550361,105.218667,353,160.34243175361846,106.84390806673916,9,2.0509959215113125,-8,2.1469533724899854,11,2.860972582944083,0,1.7456911545071214
2022-04-07,10.445962,105.123164,354,164.52654162029037,108.16621392957106,11,3.2637400633574165,-5,2.7329671529231643,12,3.4209217779592613,0,2.082916222479304
2022-04-09,10.297494,105.145318,354,165.6828841591987,105.32673349547413,12,1.4504810226673701,-20,2.771755922793754,25,3.553383632050609,0,2.469591105191892
2022-04-09,10.30701,105.130668,353,164.92778451320424,104.17493561914853,11,1.1797809814980749,-8,2.359700268504378,13,3.234855173686151,0,1.9957509722870512
2022-04-10,10.248814,105.361138,354,160.20378742445905,102.69413870028164,15,4.1655507153731115,-4,2.7233112245200437,13,3.747774138487799,0,2.2041491359968703
2022-04-10,10.249044,105.347198,354,162.30676643668173,105.12916702933177,13,3.058913073562265,-15,2.425726891995469,21,3.111658066939487,0,2.1338902125006842
2022-04-10,10.252308,105.334358,355,165.76796146255148,105.40479709660468,39,3.741295630599311,-16,5.10580788218151,31,5.740349986985042,0,4.247922383494044
2022-04-10,10.258961,105.323388,354,166.91929143587697,106.58734030402064,12,2.9932550652910996,-5,2.6208593413618515,14,3.3286730568360423,0,1.9472401367802414
2022-04-10,10.27049,105.316832,354,154.71071082614515,103.830218272513,14,2.507505617681366,-7,2.4948933500317487,17,3.172912561860394,0,1.9977940013286213
2022-04-10,10.272277,105.291556,352,166.72129419129516,105.09202055474564,8,1.8610721228295588,-8,2.185345806556295,11,3.07914730980857,0,1.752697512005595
2022-04-10,10.277579,105.307934,352,157.01406803393465,107.19626040117696,9,2.128506712791368,-10,2.1938170377977984,13,2.7440836833868705,0,1.8097974752798922
2022-04-10,10.282445,105.330149,350,161.85282616072402,104.36623407307127,10,2.2542605727764804,-4,2.054791239507558,11,2.7748625382570293,0,1.5552452788115865
2022-04-10,10.28697,105.341571,350,161.95831562439258,105.34832738756944,10,2.78290980136334,-6,2.345034698820205,11,3.015402660130008,0,1.7660148468918733
2022-04-10,10.290802,105.32462,356,162.56034633289735,105.26375319577075,26,2.502620888697069,-10,3.4254447382251962,27,4.050981309488902,0,3.243591090121291
2022-04-10,10.291025,105.299533,352,158.41632623477935,102.98715050400337,19,1.9965374782562848,-6,2.298188376977522,23,2.8794047493542765,0,2.0849874008197804
2022-04-10,10.298963,105.275991,354,167.99036028675343,104.8531027669527,15,3.613719624690318,-5,2.7700448780644096,14,3.4141518633704084,0,2.1387727343446743
2022-04-10,10.306886,105.290958,354,163.53048396820316,105.45338643545728,14,2.40604770830794,-16,3.682711788777553,20,4.642286519981683,0,2.7806962487200435
2022-04-10,10.309795,105.31553,350,168.92837870337132,106.73370952816985,15,2.634886226242914,-9,3.104797979792213,17,3.6636599339133773,0,2.2597045071133897
2022-04-10,10.316024,105.309873,352,160.20603766623506,105.83098487914515,13,2.7441963888641814,-6,2.3489849435219554,15,2.7689558276590205,0,1.7770469680124343
2022-04-10,10.328521,105.30163,353,153.7253169685649,109.78253328881763,11,2.4555124036906366,-5,2.241505439793971,10,2.733390649550856,0,1.6392681032220024
