latitude,longitude,date,ALLSKY_SFC_SW_DWN_mean,ALLSKY_SFC_SW_DWN_min,ALLSKY_SFC_SW_DWN_max,ALLSKY_SFC_SW_DWN_std,RH2M_mean,RH2M_min,RH2M_max,RH2M_std,T2M_mean,T2M_min,T2M_max,T2M_std,T2M_MAX_mean,T2M_MAX_min,T2M_MAX_max,T2M_MAX_std,T2M_MIN_mean,T2M_MIN_min,T2M_MIN_max,T2M_MIN_std,WS2M_mean,WS2M_min,WS2M_max,WS2M_std,DEW POINT TEMPERATURE_mean,DEW POINT TEMPERATURE_min,DEW POINT TEMPERATURE_max,DEW POINT TEMPERATURE_std,DTR_mean,DTR_min,DTR_max,DTR_std,VPD_mean,VPD_min,VPD_max,VPD_std
39.26904,-4.16304,2010-07-15,28.49129032258065,16.49,32.09,3.4388320803730914,35.90548387096774,24.02,62.18,9.38432489836786,26.650000000000002,22.97,30.27,1.7055317967359684,34.65741935483871,27.0,38.59,2.4789136118689696,18.409354838709678,15.46,22.88,1.7215689308787225,2.2993548387096774,0.88,3.8,0.7584829318847314,9.85579697888896,3.2704914949714694,15.335687020790909,3.4610087612108145,16.24806451612903,8.850000000000001,19.89,2.554932508867881,2.261236885290813,1.0606028489332193,3.274145202572644,0.45484426900957853
39.3862,-0.58762,2010-07-15,26.699032258064513,13.76,30.17,3.677048566479608,51.5241935483871,36.79,71.06,7.928852487528737,26.894193548387094,24.86,29.51,1.220306080571984,33.729032258064514,29.64,37.21,1.9692594888544501,20.518709677419356,17.74,21.98,1.0210802058019446,2.1816129032258065,1.12,3.19,0.441544918068611,15.877760261633279,12.077155575808405,19.98209266972444,2.0314250738554147,13.21032258064516,8.04,16.360000000000003,1.9853844738097846,1.7320518173727624,0.9194887593717017,2.6075766755009884,0.36471417059209393
39.6437,-2.38957,2010-07-15,28.57612903225807,18.83,31.28,2.5608512665043888,39.21387096774194,24.14,51.2,5.95615197135964,26.253225806451617,24.24,28.3,1.0809326531400327,34.388387096774196,31.92,38.05,1.5091657528286695,17.82677419354839,14.99,20.07,1.307655836878008,2.2964516129032257,0.95,4.42,0.6341748430280537,11.104352295432399,3.5099428392602907,15.329987636881553,2.436535370353642,16.56161290322581,12.830000000000002,19.810000000000002,1.6419345332401074,2.0797943306842344,1.5099537920978583,2.5884963132639562,0.2571647015654082
39.80093,-6.27123,2010-07-15,28.872258064516128,22.29,31.94,2.142995656788788,31.91806451612903,18.48,51.7,8.209018415783728,29.26677419354839,24.33,32.45,2.0673457926604346,37.3258064516129,31.79,40.84,2.4777913867166883,20.68,15.03,24.43,2.029825989681652,2.3454838709677417,1.43,3.67,0.6212258366024669,10.340273488315335,3.6097581467627236,16.420185227272007,3.398072579643203,16.645806451612906,10.05,20.07,2.0081154288143512,2.8057257033539384,1.746455336094765,3.8743112595490277,0.5686625761375272
39.97782,-4.49185,2010-07-15,28.49129032258065,16.49,32.09,3.4388320803730914,33.000967741935476,21.4,56.94,9.053240857903731,28.216451612903228,24.4,30.99,1.567032429388576,36.420645161290324,29.61,40.3,2.3428930771300007,19.61,15.99,22.02,1.5935737884876369,2.16483870967742,1.08,3.44,0.6407146764091463,9.922510931826023,2.82714363515119,15.737392254165224,3.615504704853137,16.810645161290317,11.259999999999998,19.259999999999998,2.31926842676302,2.5862740353739153,1.3160482283890174,3.390926322149367,0.4746452490824944
40.19028,-3.57747,2010-07-15,28.10935483870968,9.23,31.73,4.2132961087367145,38.94580645161291,29.15,57.31,7.5402377707840476,27.015161290322578,23.83,29.19,1.4023939692373089,35.311290322580646,28.98,39.9,2.128180719247619,18.244193548387095,15.37,20.57,1.3712244920873868,2.0703225806451617,1.01,3.43,0.6458277203162033,11.594236440702947,6.073529132041871,15.797028403733966,2.7969161264755473,17.06709677419355,11.25,20.479999999999997,2.130213064534197,2.19119257966268,1.2608941853351519,2.7805540257218118,0.3530570633437861
40.36508,0.07989,2010-07-15,26.77967741935484,17.96,30.5,2.502897010331992,49.75516129032258,38.41,68.02,6.858648353141451,24.886129032258058,21.06,27.59,1.6321106015245233,32.16580645161291,28.76,35.18,1.8836028863608072,17.92064516129032,13.78,20.25,1.8945778923598056,2.9329032258064522,1.77,6.81,0.9697495305103674,13.52400970741634,9.82759940930148,17.391460289470754,1.913724669901011,14.245161290322583,9.399999999999999,18.759999999999998,1.8935116224380597,1.5971160478201887,0.9343928052282457,2.2309171900804303,0.32548317297452933
40.73827,-1.00363,2010-07-15,27.734516129032258,17.92,31.45,3.011792777335589,48.160645161290326,29.06,61.71,7.763654333883303,22.135483870967743,16.96,25.53,2.2014508979742127,30.311935483870965,25.16,34.97,2.445118137333059,14.03677419354839,8.98,18.6,2.4293970937938547,2.3238709677419354,0.57,4.47,0.9384636635836283,10.438020058098937,4.673320801904561,13.629410990707125,1.8514705563365077,16.27516129032258,11.45,21.05,2.2933000183110437,1.4123092226962815,0.7877176589521582,2.089592230181304,0.3605356079779888
40.86232,0.57098,2010-07-15,26.77967741935484,17.96,30.5,2.502897010331992,57.00645161290323,45.53,70.17,6.467104626311429,26.200967741935482,22.78,27.89,1.1390866597034028,32.90709677419355,29.28,34.97,1.435798515715742,20.22258064516129,15.88,22.6,1.7083097999275823,2.8732258064516127,1.36,5.38,0.8927860961773404,16.91490594483313,10.393953729326256,20.496160114953547,2.386166014158365,12.684516129032257,8.290000000000003,16.759999999999998,1.897481928529147,1.4605207022564404,0.9602523335005789,1.8688264361255353,0.20800493909234763
40.92142,-3.0692,2010-07-15,28.10935483870968,9.23,31.73,4.2132961087367145,49.899032258064516,39.25,63.45,6.6300193912229,22.690967741935488,19.68,26.06,1.7118643955164314,30.989032258064515,25.8,35.11,2.19499482670962,14.148064516129033,10.37,17.35,1.925403048471534,2.2109677419354843,1.4,3.19,0.5744751031339023,11.570029928343775,7.056354136545974,14.775114371384797,2.1637068603994014,16.840967741935486,9.379999999999999,20.669999999999995,2.7518478892211737,1.393560318236787,0.9034319513095758,1.966688783842018,0.2664100026700052
40.97913,-4.85813,2010-07-15,28.231290322580648,18.57,31.82,3.3283055283291447,46.345483870967726,32.6,58.62,6.234029318190799,23.55096774193548,19.32,27.16,2.101724875090058,31.95935483870968,27.32,35.73,2.5486820572460975,15.132903225806452,10.47,19.26,2.4164759645833334,2.2141935483870974,1.11,3.47,0.6377266792111896,11.22953923520299,6.7822894260598945,14.913756845055456,2.384648796918148,16.826451612903227,10.96,21.1,2.536809716549759,1.5757378396656356,1.1182964880387118,2.3006659906033837,0.31034063995112154
40.99443,-5.5754,2010-07-15,28.91774193548387,19.72,31.88,2.761170520464124,46.4358064516129,33.33,58.06,6.2509827739291035,23.591290322580647,18.77,27.13,2.204026728272279,31.995483870967742,26.56,36.14,2.6789199059776085,15.048709677419355,9.89,19.86,2.3366998260373797,2.4483870967741943,1.1,3.95,0.6977433522721362,11.291892774695643,6.7683290477587175,14.911938408751361,2.332083731932417,16.94677419354839,10.490000000000002,21.47,2.4856107020035685,1.5797886593123298,1.0511890219293871,2.352025939555152,0.3241454985780093
41.2211,-4.41308,2010-07-15,28.17258064516129,19.37,31.26,3.1057043954445267,47.5074193548387,35.03,58.81,5.993797852372839,22.921612903225807,19.17,26.58,2.0099479960760873,30.94612903225807,26.14,34.5,2.4020981116909828,14.593225806451612,10.68,18.37,2.29295468927669,2.1222580645161293,1.23,3.28,0.6066072209424148,11.047953700227369,6.396961979852239,14.098758476489165,2.272677734063005,16.35290322580645,9.36,20.67,2.5690492700462326,1.482887792162809,1.0595203667006763,2.070396236704603,0.2845331923425238
41.58075,-2.86887,2010-07-15,27.076774193548385,14.85,31.49,4.2600139232672465,54.01709677419355,41.51,67.85,6.991886170157607,21.818387096774195,17.88,26.04,2.117340231660396,30.232903225806457,24.52,35.33,2.5922517220815484,13.33193548387097,8.86,17.71,2.4009506441902695,2.053548387096774,1.34,3.03,0.4660233165085805,11.970132048485643,7.579403745384563,15.30978903236353,2.250409829166399,16.90096774193548,10.060000000000002,21.75,2.991596137611546,1.219494297093746,0.6926256499572474,1.9205558982154318,0.2855898486629661
41.65781,-5.10557,2010-07-15,28.89193548387097,22.3,31.29,2.183986321821221,51.438064516129046,42.73,61.1,4.577021442615301,23.08967741935484,19.22,27.82,2.1105900166831013,31.359677419354842,26.68,36.83,2.640215636197003,14.779032258064515,10.84,19.5,2.2505416621677914,2.586774193548387,1.32,3.99,0.7543824096432713,12.464540079221994,8.134099660038128,15.989025363242542,2.1310770263181524,16.580645161290324,10.89,20.630000000000003,2.5388973165070916,1.3849788090773691,1.0131270226056541,2.1421812063655876,0.2498705743254421
41.74448,0.71416,2010-07-15,27.491612903225807,17.23,30.49,2.5206196073574443,51.31999999999999,44.26,59.47,4.200625913422443,26.570967741935483,21.67,28.53,1.5658128978960038,34.59709677419354,29.3,37.47,2.17922329097435,19.27322580645161,14.5,21.78,1.844215694992483,2.4987096774193547,1.2,3.97,0.6812547339189599,15.645768325998377,9.507232709243095,18.52060115502504,2.101174726320226,15.323870967741934,9.529999999999998,19.43,2.1364934754048397,1.696191629177161,1.335483378151361,2.092920211104137,0.19194922676750487
41.82753,-5.74309,2010-07-15,28.89193548387097,22.3,31.29,2.183986321821221,56.09322580645161,50.75,68.72,4.047895819053978,22.15709677419355,18.43,26.61,1.9826004323881607,30.621290322580652,26.17,35.49,2.505308868905394,13.905806451612905,9.89,19.42,2.159551587555439,2.305806451612904,1.32,3.36,0.492313656861731,12.948586212339382,8.881407440321965,16.19060690411733,2.1164811365853877,16.71548387096774,10.790000000000001,20.71,2.5201073181317386,1.179882464649668,0.8041158469746278,1.7050014297355354,0.18600132930873137
41.84807,-3.87632,2010-07-15,27.394516129032258,14.64,31.14,4.277402617589985,58.666774193548385,46.85,70.57,6.419931859299108,20.83741935483871,16.54,25.95,2.3289980785625333,28.601612903225803,23.97,34.39,2.62433659423358,13.08322580645161,8.34,17.62,2.470443850804788,2.459677419354838,1.39,3.71,0.6347592069284518,12.343226631414797,7.978987607519444,15.712772296290263,2.2273690286916428,15.518387096774191,9.52,21.14,2.6398498207213494,1.035301646795108,0.5997727938793331,1.701900461267973,0.2591802695767291
41.86077,-1.07946,2010-07-15,27.364193548387096,17.31,31.02,3.4410011429473295,55.66903225806451,44.79,69.45,6.7758162726161455,24.330322580645166,18.7,29.56,2.837314136440474,32.4516129032258,24.89,38.73,3.9074644008236943,16.715806451612906,12.04,21.3,2.3372740866418322,3.161612903225807,1.2,5.36,1.2482067053130044,14.752062732871876,10.739684180844751,17.374004591228513,1.6872204874537753,15.735806451612904,9.520000000000001,21.62,2.8472757485613283,1.3933275485341896,0.7205592320899401,2.284119897742819,0.41995942333078323
41.86705,-0.05219,2010-07-15,27.442903225806454,20.92,30.59,2.481454039857494,48.146774193548374,42.06,65.35,4.928049661391459,25.843225806451617,20.61,29.28,2.0218155161313587,33.553870967741936,27.97,38.67,2.545711989157016,18.315483870967743,12.11,21.14,2.284759941804683,2.041290322580645,0.96,3.3,0.5911974831643787,13.953743884044137,8.353181723499574,16.682436027168787,1.7417417423741772,15.238387096774195,9.010000000000002,18.84,2.1909993253546367,1.746555419296918,1.0075408064775058,2.3355049193484763,0.31130012223758435
41.90971,2.24778,2010-07-15,25.992258064516125,17.93,29.09,3.152892895551966,55.744516129032256,44.21,73.41,6.041118161138435,24.420322580645163,20.83,28.04,1.8184315891253167,31.3416129032258,25.76,36.64,2.14896688873183,17.613225806451613,12.86,21.73,2.1678462436501857,0.7112903225806452,0.47,1.08,0.14829660634935196,14.899021975363986,11.482555480887015,16.909050657817623,1.3397059431303173,13.728387096774195,8.71,17.72,2.1873523497070586,1.374598969672709,0.6608886475026462,1.9984580059669796,0.3009618468583129
42.16169,2.87706,2010-07-15,23.939354838709672,13.59,29.77,4.0569509729192115,63.17774193548387,54.61,77.43,6.010053249550704,25.22612903225806,22.41,27.36,1.1006791962366216,29.127419354838704,25.1,31.86,1.2444197190034978,21.304838709677416,17.4,23.56,1.4882678196540065,3.144516129032258,1.56,6.08,1.1633013054059593,17.652873801930784,13.56632425733326,20.46054564361401,1.864527532210955,7.82258064516129,4.990000000000002,10.400000000000002,1.3991632701009493,1.1838552970893967,0.6698406575484095,1.46905052575669,0.2012008718837355
42.19387,-7.78684,2010-07-15,26.92032258064516,14.81,30.32,3.470212863110355,52.030645161290316,37.77,66.0,8.62423851168018,22.259354838709676,15.61,26.96,3.0772966094409204,30.949677419354842,21.56,37.09,3.7564254490148277,13.969032258064518,8.31,19.09,2.521692154395548,1.0248387096774192,0.62,1.54,0.24791870373743727,11.701176469843139,8.106696611972538,15.648892929560525,2.114796617900482,16.980645161290322,11.580000000000002,22.02,2.7248071082767127,1.3383211379121975,0.6029843669614211,2.2122112153238582,0.4361145563841326
42.27149,-1.97541,2010-07-15,25.405483870967743,13.43,30.25,4.230962552505942,68.70451612903224,49.71,79.79,6.573481838078381,21.184838709677418,16.72,27.98,2.6751639937282854,28.35290322580645,20.82,36.96,3.8221697887274133,14.575806451612904,10.52,18.64,2.114662749278046,2.4167741935483873,0.82,3.79,0.7095359096451443,15.108510793459047,11.716918241003484,18.400866306809196,1.6894942238611972,13.77709677419355,6.710000000000001,19.42,3.1893878404932767,0.8182808130262411,0.3901285335295037,1.898714441325139,0.30502249442591
42.4113,-5.68645,2010-07-15,28.593548387096778,21.39,31.05,2.240536439779828,59.031612903225806,51.91,75.61,4.713428378151358,20.732258064516127,16.73,24.71,2.027363948225379,29.026451612903227,24.39,33.81,2.6001408750756823,12.682580645161293,8.08,17.4,2.0949755064268922,2.026774193548387,1.25,3.12,0.45950455153612363,12.389984295292262,8.146061211528606,16.267534891387385,2.14703712162005,16.343870967741935,9.42,20.6,2.680931082146955,1.0103295180984546,0.5518621269733427,1.3830618214596855,0.17814130765179056
42.41262,-4.67343,2010-07-15,28.143870967741933,19.36,31.08,2.6460849685469348,67.92612903225805,58.0,79.08,5.101254543623025,19.240645161290324,14.3,24.35,2.2876229887386645,26.503870967741936,19.04,32.59,2.877885287026945,12.554193548387097,8.65,16.2,2.1133428254835733,2.517096774193548,1.15,3.83,0.6557448045537774,13.122071451613344,9.29818938591172,16.824905441940892,2.038072559824714,13.949677419354838,8.7,19.34,2.6998583999559487,0.7280085838277189,0.3678896324499064,1.1295897289979862,0.17924804744061704
42.4273,-1.73358,2010-07-15,25.405483870967743,13.43,30.25,4.230962552505942,68.70451612903224,49.71,79.79,6.573481838078381,21.184838709677418,16.72,27.98,2.6751639937282854,28.35290322580645,20.82,36.96,3.8221697887274133,14.575806451612904,10.52,18.64,2.114662749278046,2.4167741935483873,0.82,3.79,0.7095359096451443,15.108510793459047,11.716918241003484,18.400866306809196,1.6894942238611972,13.77709677419355,6.710000000000001,19.42,3.1893878404932767,0.8182808130262411,0.3901285335295037,1.898714441325139,0.30502249442591
42.72535,-8.29535,2010-07-15,26.272258064516127,10.87,30.56,4.636967661596643,62.932903225806456,43.93,83.1,10.028037531469964,20.86903225806451,14.92,27.02,3.17481760191212,29.036774193548382,19.29,37.74,4.838519093020878,13.447419354838708,9.58,18.03,2.0993393242482425,0.062258064516129044,0.03,0.21,0.03916134346597872,13.315669652975595,9.673600539425685,18.32505047435844,2.0330126965175674,15.589354838709676,8.189999999999998,21.23,3.5693741526815908,0.966623125737969,0.32809936376389903,1.9925092392510582,0.42329056791682806
42.9655,-2.75258,2010-07-15,24.51,9.45,29.92,5.527832218171791,79.99806451612902,64.86,87.15,4.4693006015265295,18.821935483870966,15.17,26.09,2.181972205486378,23.918709677419358,17.61,35.37,3.4303688712924374,14.57,12.1,18.03,1.3931537673045422,1.5587096774193552,0.96,2.37,0.36949609920228166,15.262036638966501,11.949237238658915,18.949893462112243,1.7236710923489524,9.348709677419357,4.829999999999998,17.339999999999996,2.7423062367937607,0.44719693743736727,0.2575806250014899,1.18750885896907,0.17159949077720257
43.08895,-8.59496,2010-07-15,24.048709677419353,11.52,29.67,4.621464466912908,74.96129032258064,58.97,87.81,6.780808183792713,19.10967741935484,15.92,23.92,2.0176647054661148,24.55548387096774,18.28,33.17,3.6354658384645955,14.365806451612904,11.77,16.92,1.3357606850406671,0.7251612903225806,0.36,1.02,0.19759637857041182,14.488291507063806,11.360432625803758,17.294139071221398,1.399119581225171,10.189677419354839,3.4800000000000004,16.8,2.983727354870045,0.5715547588140452,0.22839134532141867,1.2002597653930265,0.22371279974265545
43.11323,-7.572,2010-07-15,22.50806451612904,9.24,29.25,4.468075590196371,65.52354838709678,55.3,80.12,5.732221631122076,20.110645161290325,15.76,24.19,2.274154838380228,28.20774193548387,19.91,36.02,3.783910513227339,13.168064516129036,8.52,16.46,1.7121697597376992,0.03354838709677419,0.01,0.18,0.04617976006146011,13.379940986458488,9.91928484531742,17.574594116804995,1.8411010983827534,15.039677419354838,9.57,20.840000000000003,3.107410999811287,0.8286712126640184,0.39734650246980924,1.2805868053681058,0.21952620491887875
43.20135,-2.13431,2010-07-15,21.106774193548386,7.22,29.05,6.2578339997451415,80.79193548387097,64.29,88.47,5.1042142103868535,18.882580645161287,15.45,25.33,2.2088983792714347,24.25032258064516,18.69,33.45,3.395371122165006,14.353225806451613,12.25,17.22,1.358897530131887,1.5441935483870972,0.73,2.36,0.4343313302934819,15.465539004129413,12.446915849726382,18.292318248684357,1.5863196945002749,9.897096774193546,5.370000000000001,16.230000000000004,2.821387434428474,0.43433964652765805,0.22116485539562042,1.1536406674915214,0.18446614867434702
43.30779,-2.99522,2010-07-15,21.106774193548386,7.22,29.05,6.2578339997451415,78.10096774193548,68.86,86.04,3.984986627118622,20.399677419354834,18.63,24.14,1.1315204839591493,22.37516129032258,19.82,28.19,1.7766657263024155,18.582903225806454,17.28,20.62,0.7212005830262038,2.9967741935483874,1.87,4.76,0.7949858472944931,16.433126509164428,13.800619433087562,20.277852666823797,1.477056850876639,3.79225806451613,1.870000000000001,7.57,1.3431035549089865,0.5248126349970872,0.32400713740285497,0.7701824749330117,0.09631831978859363
43.42863,-3.89545,2010-07-15,21.54483870967742,8.09,28.5,5.543633879224769,78.78193548387097,69.69,86.79,3.737902999617211,19.881612903225804,17.68,24.11,1.3308767344927748,22.35483870967742,18.56,29.7,2.317509607409869,17.74225806451613,16.21,19.93,0.8491274826489847,2.9154838709677415,1.89,4.57,0.7582868582649139,16.068135940095704,13.390333785041866,20.297857427716835,1.500039292809225,4.61258064516129,1.8500000000000014,9.77,1.865013997598488,0.49398009445989943,0.30057324528505674,0.7224482049103366,0.09693560529897799
43.55671,-6.47065,2010-07-15,22.88193548387096,10.14,29.98,4.3939183918852365,79.66258064516127,63.81,91.08,5.5044538961743745,18.782903225806454,16.52,20.9,1.1356515638635478,23.143548387096782,19.01,27.8,2.0647339098843784,15.087741935483871,12.68,16.95,0.9842885417410413,1.7196774193548388,1.02,3.12,0.4896706191886196,15.156823398718663,12.16717762898,18.077259367896175,1.5897057025767545,8.055806451612902,3.530000000000001,12.309999999999999,1.9817421045611947,0.4415351437864285,0.17493764198513034,0.8127677073576216,0.12072701200409934
