date,latitude,longitude,potential_evaporation_max,potential_evaporation_mean,potential_evaporation_min,total_precipitation_max,total_precipitation_mean,total_precipitation_min,skin_temperature_max,skin_temperature_mean,skin_temperature_min,soil_temperature_level_1_max,soil_temperature_level_1_mean,soil_temperature_level_1_min,volumetric_soil_water_layer_1_max,volumetric_soil_water_layer_1_mean,volumetric_soil_water_layer_1_min,irrigation_mm
2010-07-15,39.3862,-0.58762,111.843,111.843,111.843,0.01,0.01,0.01,28.11,28.11,28.11,28.84,28.84,28.84,0.15756861368815103,0.15756861368815103,0.15756861368815103,111.832
2010-07-15,39.6437,-2.38957,117.115,117.115,117.115,0.007,0.007,0.007,26.47,26.47,26.47,26.86,26.86,26.86,0.13714472452799478,0.13714472452799478,0.13714472452799478,117.107
2010-07-15,39.80093,-6.27123,,,,,,,,,,,,,,,,
2010-07-15,39.97782,-4.49185,127.299,127.299,127.299,0.007,0.007,0.007,25.67,25.67,25.67,26.05,26.05,26.05,0.12921841939290366,0.12921841939290366,0.12921841939290366,127.291
2010-07-15,40.19028,-3.57747,140.936,140.936,140.936,0.007,0.007,0.007,28.05,28.05,28.05,28.34,28.34,28.34,0.1643702189127604,0.1643702189127604,0.1643702189127604,140.928
2010-07-15,40.36508,0.07989,107.106,107.106,107.106,0.32,0.32,0.32,26.97,26.97,26.97,27.52,27.52,27.52,0.14281781514485678,0.14281781514485678,0.14281781514485678,106.786
2010-07-15,40.73827,-1.00363,,,,,,,,,,,,,,,,
2010-07-15,40.86232,0.57098,,,,,,,,,,,,,,,,
2010-07-15,40.92142,-3.0692,122.561,122.561,122.561,0.007,0.007,0.007,25.73,25.73,25.73,26.28,26.28,26.28,0.090301513671875,0.090301513671875,0.090301513671875,122.554
2010-07-15,40.97913,-4.85813,102.895,102.895,102.895,0.008,0.008,0.008,23.51,23.51,23.51,23.57,23.57,23.57,0.09318351745605469,0.09318351745605469,0.09318351745605469,102.887
2010-07-15,40.99443,-5.5754,110.89,110.89,110.89,0.008,0.008,0.008,22.62,22.62,22.62,23.13,23.13,23.13,0.14574368794759116,0.14574368794759116,0.14574368794759116,110.882
2010-07-15,41.2211,-4.41308,132.573,132.573,132.573,0.007,0.007,0.007,23.89,23.89,23.89,24.34,24.34,24.34,0.12837346394856772,0.12837346394856772,0.12837346394856772,132.566
2010-07-15,41.58075,-2.86887,109.646,109.646,109.646,0.007,0.007,0.007,23.81,23.81,23.81,24.14,24.14,24.14,0.13305791219075522,0.13305791219075522,0.13305791219075522,109.638
2010-07-15,41.65781,-5.10557,114.396,114.396,114.396,0.007,0.007,0.007,22.26,22.26,22.26,22.81,22.81,22.81,0.14997164408365884,0.14997164408365884,0.14997164408365884,114.389
2010-07-15,41.74448,0.71416,105.209,105.209,105.209,5.126,5.126,5.126,30.31,30.31,30.31,30.74,30.74,30.74,0.11860720316569011,0.11860720316569011,0.11860720316569011,100.083
2010-07-15,41.82753,-5.74309,123.164,123.164,123.164,0.007,0.007,0.007,21.9,21.9,21.9,22.46,22.46,22.46,0.15647315979003906,0.15647315979003906,0.15647315979003906,123.157
2010-07-15,41.84807,-3.87632,104.079,104.079,104.079,0.026,0.026,0.026,20.96,20.96,20.96,21.42,21.42,21.42,0.1622467041015625,0.1622467041015625,0.1622467041015625,104.052
2010-07-15,41.86077,-1.07946,134.368,134.368,134.368,0.007,0.007,0.007,29.34,29.34,29.34,29.31,29.31,29.31,0.06172943115234375,0.06172943115234375,0.06172943115234375,134.36
2010-07-15,41.86705,-0.05219,147.835,147.835,147.835,0.017,0.017,0.017,29.85,29.85,29.85,30.37,30.37,30.37,0.13268597920735678,0.13268597920735678,0.13268597920735678,147.818
2010-07-15,41.90971,2.24778,76.445,76.445,76.445,23.825,23.825,23.825,23.12,23.12,23.12,23.38,23.38,23.38,0.22057024637858072,0.22057024637858072,0.22057024637858072,52.621
2010-07-15,42.16169,2.87706,99.403,99.403,99.403,1.231,1.231,1.231,28.92,28.92,28.92,29.25,29.25,29.25,0.08546257019042969,0.08546257019042969,0.08546257019042969,98.172
2010-07-15,42.19387,-7.78684,80.979,80.979,80.979,0.525,0.525,0.525,17.98,17.98,17.98,18.74,18.74,18.74,0.1455707550048828,0.1455707550048828,0.1455707550048828,80.453
2010-07-15,42.27149,-1.97541,133.709,133.709,133.709,0.09,0.09,0.09,24.23,24.23,24.23,24.59,24.59,24.59,0.1983038584391276,0.1983038584391276,0.1983038584391276,133.619
2010-07-15,42.4113,-5.68645,122.427,122.427,122.427,0.014,0.014,0.014,20.39,20.39,20.39,20.83,20.83,20.83,0.16694513956705728,0.16694513956705728,0.16694513956705728,122.413
2010-07-15,42.41262,-4.67343,,,,,,,,,,,,,,,,
2010-07-15,42.4273,-1.73358,106.806,106.806,106.806,0.034,0.034,0.034,26.04,26.04,26.04,26.32,26.32,26.32,0.1423924763997396,0.1423924763997396,0.1423924763997396,106.771
2010-07-15,42.72535,-8.29535,,,,,,,,,,,,,,,,
2010-07-15,42.9655,-2.75258,76.965,76.965,76.965,9.396,9.396,9.396,19.29,19.29,19.29,19.27,19.27,19.27,0.2760759989420573,0.2760759989420573,0.2760759989420573,67.569
2010-07-15,43.08895,-8.59496,85.717,85.717,85.717,1.821,1.821,1.821,16.98,16.98,16.98,17.49,17.49,17.49,0.1979700724283854,0.1979700724283854,0.1979700724283854,83.896
2010-07-15,43.11323,-7.572,,,,,,,,,,,,,,,,
2010-07-15,43.20135,-2.13431,,,,,,,,,,,,,,,,
2010-07-15,43.30779,-2.99522,,,,,,,,,,,,,,,,
2010-07-15,43.42863,-3.89545,,,,,,,,,,,,,,,,
2010-07-15,43.55671,-6.47065,,,,,,,,,,,,,,,,
2011-07-15,28.11818,-15.55454,,,,,,,,,,,,,,,,
2011-07-15,28.47143,-16.54286,,,,,,,,,,,,,,,,
2011-07-15,28.7,-18.0,,,,,,,,,,,,,,,,
2011-07-15,36.59786,-5.94015,164.814,164.814,164.814,0.002,0.002,0.002,29.28,29.28,29.28,29.33,29.33,29.33,0.10617764790852864,0.10617764790852864,0.10617764790852864,164.813
2011-07-15,37.10579,-4.67189,138.965,138.965,138.965,0.002,0.002,0.002,27.24,27.24,27.24,27.53,27.53,27.53,0.14663823445638022,0.14663823445638022,0.14663823445638022,138.963
2011-07-15,37.24434,-3.75542,111.866,111.866,111.866,0.002,0.002,0.002,25.56,25.56,25.56,25.44,25.44,25.44,0.15032323201497397,0.15032323201497397,0.15032323201497397,111.865
2011-07-15,37.45555,-2.25556,87.121,87.121,87.121,0.739,0.739,0.739,25.8,25.8,25.8,26.01,26.01,26.01,0.06468963623046875,0.06468963623046875,0.06468963623046875,86.382
2011-07-15,37.50512,-5.81387,118.72,118.72,118.72,0.002,0.002,0.002,31.61,31.61,31.61,31.76,31.76,31.76,0.19774945576985678,0.19774945576985678,0.19774945576985678,118.718
2011-07-15,37.75169,-7.11385,154.351,154.351,154.351,0.002,0.002,0.002,30.91,30.91,30.91,30.27,30.27,30.27,0.12237803141276042,0.12237803141276042,0.12237803141276042,154.35
2011-07-15,37.81599,-4.99439,124.89,124.89,124.89,0.002,0.002,0.002,31.12,31.12,31.12,31.39,31.39,31.39,0.10642306009928386,0.10642306009928386,0.10642306009928386,124.889
2011-07-15,38.03548,-3.86859,117.126,117.126,117.126,0.002,0.002,0.002,30.72,30.72,30.72,30.85,30.85,30.85,0.10515721638997395,0.10515721638997395,0.10515721638997395,117.124
2011-07-15,38.1893,-1.43707,106.719,106.719,106.719,3.264,3.264,3.264,26.27,26.27,26.27,26.75,26.75,26.75,0.15334065755208334,0.15334065755208334,0.15334065755208334,103.455
2011-07-15,39.02606,-6.19655,,,,,,,,,,,,,,,,
2011-07-15,39.0489,-1.99314,107.337,107.337,107.337,1.0,1.0,1.0,25.78,25.78,25.78,26.09,26.09,26.09,0.15055529276529947,0.15055529276529947,0.15055529276529947,106.337
2011-07-15,39.26904,-4.16304,122.807,122.807,122.807,0.002,0.002,0.002,26.3,26.3,26.3,26.24,26.24,26.24,0.12567456563313803,0.12567456563313803,0.12567456563313803,122.806
2011-07-15,39.3862,-0.58762,85.977,85.977,85.977,14.718,14.718,14.718,25.52,25.52,25.52,26.0,26.0,26.0,0.17173258463541666,0.17173258463541666,0.17173258463541666,71.259
2011-07-15,39.6437,-2.38957,116.425,116.425,116.425,0.274,0.274,0.274,25.89,25.89,25.89,25.97,25.97,25.97,0.13796170552571616,0.13796170552571616,0.13796170552571616,116.152
2011-07-15,39.80093,-6.27123,,,,,,,,,,,,,,,,
2011-07-15,39.97782,-4.49185,123.808,123.808,123.808,0.002,0.002,0.002,25.28,25.28,25.28,25.24,25.24,25.24,0.12352371215820312,0.12352371215820312,0.12352371215820312,123.806
2011-07-15,40.19028,-3.57747,139.9,139.9,139.9,0.002,0.002,0.002,27.32,27.32,27.32,26.96,26.96,26.96,0.16556803385416666,0.16556803385416666,0.16556803385416666,139.898
2011-07-15,40.36508,0.07989,74.439,74.439,74.439,33.621,33.621,33.621,22.53,22.53,22.53,23.16,23.16,23.16,0.18468221028645834,0.18468221028645834,0.18468221028645834,40.817
2011-07-15,40.73827,-1.00363,,,,,,,,,,,,,,,,
2011-07-15,40.86232,0.57098,,,,,,,,,,,,,,,,
2011-07-15,40.92142,-3.0692,112.646,112.646,112.646,0.002,0.002,0.002,25.16,25.16,25.16,24.96,24.96,24.96,0.09302393595377605,0.09302393595377605,0.09302393595377605,112.644
2011-07-15,40.97913,-4.85813,92.536,92.536,92.536,0.002,0.002,0.002,21.73,21.73,21.73,21.25,21.25,21.25,0.14403788248697916,0.14403788248697916,0.14403788248697916,92.534
2011-07-15,40.99443,-5.5754,102.869,102.869,102.869,0.002,0.002,0.002,23.44,23.44,23.44,23.03,23.03,23.03,0.1660029093424479,0.1660029093424479,0.1660029093424479,102.867
2011-07-15,41.2211,-4.41308,118.017,118.017,118.017,0.002,0.002,0.002,23.0,23.0,23.0,22.76,22.76,22.76,0.19844818115234375,0.19844818115234375,0.19844818115234375,118.015
2011-07-15,41.58075,-2.86887,99.181,99.181,99.181,0.002,0.002,0.002,22.91,22.91,22.91,22.7,22.7,22.7,0.152008056640625,0.152008056640625,0.152008056640625,99.18
2011-07-15,41.65781,-5.10557,100.658,100.658,100.658,0.002,0.002,0.002,21.76,21.76,21.76,21.55,21.55,21.55,0.22274398803710938,0.22274398803710938,0.22274398803710938,100.657
2011-07-15,41.74448,0.71416,93.241,93.241,93.241,1.369,1.369,1.369,26.76,26.76,26.76,26.98,26.98,26.98,0.15026219685872397,0.15026219685872397,0.15026219685872397,91.872
2011-07-15,41.82753,-5.74309,103.814,103.814,103.814,0.003,0.003,0.003,21.67,21.67,21.67,21.27,21.27,21.27,0.24505742390950522,0.24505742390950522,0.24505742390950522,103.811
2011-07-15,41.84807,-3.87632,96.564,96.564,96.564,0.002,0.002,0.002,20.34,20.34,20.34,20.07,20.07,20.07,0.22064781188964844,0.22064781188964844,0.22064781188964844,96.562
2011-07-15,41.86077,-1.07946,113.85,113.85,113.85,0.002,0.002,0.002,26.41,26.41,26.41,25.81,25.81,25.81,0.06413205464680989,0.06413205464680989,0.06413205464680989,113.848
2011-07-15,41.86705,-0.05219,100.383,100.383,100.383,0.18,0.18,0.18,24.66,24.66,24.66,25.0,25.0,25.0,0.17736498514811197,0.17736498514811197,0.17736498514811197,100.203
2011-07-15,41.90971,2.24778,57.662,57.662,57.662,179.636,179.636,179.636,18.32,18.32,18.32,18.71,18.71,18.71,0.4133148193359375,0.4133148193359375,0.4133148193359375,0.0
2011-07-15,42.16169,2.87706,54.529,54.529,54.529,16.162,16.162,16.162,22.79,22.79,22.79,23.05,23.05,23.05,0.18130175272623697,0.18130175272623697,0.18130175272623697,38.367
2011-07-15,42.19387,-7.78684,80.674,80.674,80.674,0.012,0.012,0.012,20.68,20.68,20.68,20.41,20.41,20.41,0.15789794921875,0.15789794921875,0.15789794921875,80.662
2011-07-15,42.27149,-1.97541,115.901,115.901,115.901,0.003,0.003,0.003,21.78,21.78,21.78,21.38,21.38,21.38,0.24435043334960938,0.24435043334960938,0.24435043334960938,115.898
2011-07-15,42.4113,-5.68645,96.176,96.176,96.176,0.112,0.112,0.112,19.99,19.99,19.99,19.53,19.53,19.53,0.24462318420410156,0.24462318420410156,0.24462318420410156,96.065
2011-07-15,42.41262,-4.67343,,,,,,,,,,,,,,,,
2011-07-15,42.4273,-1.73358,96.56,96.56,96.56,0.002,0.002,0.002,23.8,23.8,23.8,23.46,23.46,23.46,0.16051355997721353,0.16051355997721353,0.16051355997721353,96.558
2011-07-15,42.72535,-8.29535,,,,,,,,,,,,,,,,
2011-07-15,42.9655,-2.75258,88.089,88.089,88.089,0.675,0.675,0.675,17.32,17.32,17.32,17.05,17.05,17.05,0.29154713948567706,0.29154713948567706,0.29154713948567706,87.414
2011-07-15,43.08895,-8.59496,63.649,63.649,63.649,4.699,4.699,4.699,19.71,19.71,19.71,19.46,19.46,19.46,0.1626307169596354,0.1626307169596354,0.1626307169596354,58.95
2011-07-15,43.11323,-7.572,,,,,,,,,,,,,,,,
2011-07-15,43.20135,-2.13431,,,,,,,,,,,,,,,,
2011-07-15,43.30779,-2.99522,,,,,,,,,,,,,,,,
2011-07-15,43.42863,-3.89545,,,,,,,,,,,,,,,,
2011-07-15,43.55671,-6.47065,,,,,,,,,,,,,,,,
2012-07-15,28.11818,-15.55454,,,,,,,,,,,,,,,,
2012-07-15,28.47143,-16.54286,,,,,,,,,,,,,,,,
2012-07-15,28.7,-18.0,,,,,,,,,,,,,,,,
2012-07-15,36.59786,-5.94015,167.958,167.958,167.958,0.0,0.0,0.0,30.73,30.73,30.73,30.52,30.52,30.52,0.1040789286295573,0.1040789286295573,0.1040789286295573,167.958
2012-07-15,37.10579,-4.67189,121.407,121.407,121.407,0.0,0.0,0.0,27.64,27.64,27.64,28.13,28.13,28.13,0.13936360677083334,0.13936360677083334,0.13936360677083334,121.406
2012-07-15,37.24434,-3.75542,125.032,125.032,125.032,0.0,0.0,0.0,26.56,26.56,26.56,26.8,26.8,26.8,0.13791974385579428,0.13791974385579428,0.13791974385579428,125.031
2012-07-15,37.45555,-2.25556,100.579,100.579,100.579,2.035,2.035,2.035,29.21,29.21,29.21,29.68,29.68,29.68,0.057108561197916664,0.057108561197916664,0.057108561197916664,98.544
2012-07-15,37.50512,-5.81387,180.952,180.952,180.952,0.0,0.0,0.0,32.7,32.7,32.7,32.93,32.93,32.93,0.19736162821451822,0.19736162821451822,0.19736162821451822,180.952
2012-07-15,37.75169,-7.11385,187.079,187.079,187.079,0.001,0.001,0.001,28.84,28.84,28.84,28.82,28.82,28.82,0.11856524149576823,0.11856524149576823,0.11856524149576823,187.078
2012-07-15,37.81599,-4.99439,170.926,170.926,170.926,0.0,0.0,0.0,32.27,32.27,32.27,32.64,32.64,32.64,0.10582733154296875,0.10582733154296875,0.10582733154296875,170.926
2012-07-15,38.03548,-3.86859,132.449,132.449,132.449,0.0,0.0,0.0,31.07,31.07,31.07,31.37,31.37,31.37,0.10494359334309895,0.10494359334309895,0.10494359334309895,132.448
2012-07-15,38.1893,-1.43707,114.881,114.881,114.881,6.37,6.37,6.37,27.61,27.61,27.61,28.75,28.75,28.75,0.13873863220214844,0.13873863220214844,0.13873863220214844,108.512
2012-07-15,38.2,-0.88411,,,,,,,,,,,,,,,,
2012-07-15,39.02606,-6.19655,,,,,,,,,,,,,,,,
2012-07-15,39.0489,-1.99314,115.452,115.452,115.452,10.41,10.41,10.41,27.24,27.24,27.24,27.97,27.97,27.97,0.12972386678059897,0.12972386678059897,0.12972386678059897,105.042
2012-07-15,39.26904,-4.16304,130.223,130.223,130.223,0.0,0.0,0.0,27.42,27.42,27.42,27.55,27.55,27.55,0.12296867370605469,0.12296867370605469,0.12296867370605469,130.223
2012-07-15,39.3862,-0.58762,93.208,93.208,93.208,9.563,9.563,9.563,25.76,25.76,25.76,26.74,26.74,26.74,0.16782506306966147,0.16782506306966147,0.16782506306966147,83.644
2012-07-15,39.6437,-2.38957,120.383,120.383,120.383,1.27,1.27,1.27,26.26,26.26,26.26,26.76,26.76,26.76,0.13578923543294272,0.13578923543294272,0.13578923543294272,119.112
2012-07-15,39.80093,-6.27123,,,,,,,,,,,,,,,,
2012-07-15,39.97782,-4.49185,127.78,127.78,127.78,0.0,0.0,0.0,25.65,25.65,25.65,26.22,26.22,26.22,0.11930147806803386,0.11930147806803386,0.11930147806803386,127.779
2012-07-15,40.19028,-3.57747,143.033,143.033,143.033,0.0,0.0,0.0,27.19,27.19,27.19,27.7,27.7,27.7,0.1628576914469401,0.1628576914469401,0.1628576914469401,143.032
2012-07-15,40.36508,0.07989,106.111,106.111,106.111,2.529,2.529,2.529,25.72,25.72,25.72,26.31,26.31,26.31,0.15582656860351562,0.15582656860351562,0.15582656860351562,103.582
2012-07-15,40.73827,-1.00363,,,,,,,,,,,,,,,,
2012-07-15,40.86232,0.57098,,,,,,,,,,,,,,,,
2012-07-15,40.97913,-4.85813,104.08,104.08,104.08,0.03,0.03,0.03,22.68,22.68,22.68,22.91,22.91,22.91,0.08273887634277344,0.08273887634277344,0.08273887634277344,104.049
2012-07-15,40.99443,-5.5754,116.626,116.626,116.626,0.003,0.003,0.003,23.05,23.05,23.05,23.47,23.47,23.47,0.13527743021647134,0.13527743021647134,0.13527743021647134,116.623
2012-07-15,41.2211,-4.41308,129.067,129.067,129.067,0.012,0.012,0.012,23.68,23.68,23.68,24.26,24.26,24.26,0.11154238382975261,0.11154238382975261,0.11154238382975261,129.055
2012-07-15,41.58075,-2.86887,103.547,103.547,103.547,0.02,0.02,0.02,22.98,22.98,22.98,23.8,23.8,23.8,0.1280066172281901,0.1280066172281901,0.1280066172281901,103.528
2012-07-15,41.65781,-5.10557,115.198,115.198,115.198,0.0,0.0,0.0,22.76,22.76,22.76,23.36,23.36,23.36,0.13698196411132812,0.13698196411132812,0.13698196411132812,115.198
2012-07-15,41.74448,0.71416,122.658,122.658,122.658,0.048,0.048,0.048,24.37,24.37,24.37,25.4,25.4,25.4,0.14161364237467447,0.14161364237467447,0.14161364237467447,122.61
2012-07-15,41.82753,-5.74309,130.718,130.718,130.718,0.0,0.0,0.0,22.41,22.41,22.41,22.77,22.77,22.77,0.13697497049967447,0.13697497049967447,0.13697497049967447,130.717
2012-07-15,41.84807,-3.87632,106.551,106.551,106.551,0.005,0.005,0.005,20.54,20.54,20.54,21.4,21.4,21.4,0.12595431009928384,0.12595431009928384,0.12595431009928384,106.546
2012-07-15,41.86077,-1.07946,144.822,144.822,144.822,0.001,0.001,0.001,22.33,22.33,22.33,23.05,23.05,23.05,0.06214078267415365,0.06214078267415365,0.06214078267415365,144.821
2012-07-15,41.86705,-0.05219,183.195,183.195,183.195,0.0,0.0,0.0,23.82,23.82,23.82,25.08,25.08,25.08,0.14389546712239584,0.14389546712239584,0.14389546712239584,183.194
2012-07-15,41.90971,2.24778,98.99,98.99,98.99,21.072,21.072,21.072,20.01,20.01,20.01,20.32,20.32,20.32,0.1878515879313151,0.1878515879313151,0.1878515879313151,77.917
2012-07-15,42.16169,2.87706,88.27,88.27,88.27,10.032,10.032,10.032,24.26,24.26,24.26,24.51,24.51,24.51,0.10192553202311198,0.10192553202311198,0.10192553202311198,78.238
2012-07-15,42.19387,-7.78684,81.372,81.372,81.372,0.815,0.815,0.815,17.24,17.24,17.24,17.56,17.56,17.56,0.14522425333658853,0.14522425333658853,0.14522425333658853,80.558
2012-07-15,42.27149,-1.97541,128.312,128.312,128.312,0.116,0.116,0.116,19.74,19.74,19.74,20.55,20.55,20.55,0.15445518493652344,0.15445518493652344,0.15445518493652344,128.195
2012-07-15,42.4113,-5.68645,103.711,103.711,103.711,0.002,0.002,0.002,19.71,19.71,19.71,19.97,19.97,19.97,0.14063135782877603,0.14063135782877603,0.14063135782877603,103.708
2012-07-15,42.41262,-4.67343,,,,,,,,,,,,,,,,
2012-07-15,42.4273,-1.73358,98.056,98.056,98.056,0.017,0.017,0.017,20.69,20.69,20.69,21.69,21.69,21.69,0.13977432250976562,0.13977432250976562,0.13977432250976562,98.04
2012-07-15,42.72535,-8.29535,,,,,,,,,,,,,,,,
2012-07-15,42.9655,-2.75258,68.674,68.674,68.674,6.516,6.516,6.516,14.59,14.59,14.59,15.29,15.29,15.29,0.2671089172363281,0.2671089172363281,0.2671089172363281,62.158
2012-07-15,43.08895,-8.59496,58.798,58.798,58.798,11.426,11.426,11.426,15.46,15.46,15.46,16.03,16.03,16.03,0.299713134765625,0.299713134765625,0.299713134765625,47.373
2012-07-15,43.11323,-7.572,,,,,,,,,,,,,,,,
2012-07-15,43.20135,-2.13431,,,,,,,,,,,,,,,,
2012-07-15,43.30779,-2.99522,,,,,,,,,,,,,,,,
2012-07-15,43.42863,-3.89545,,,,,,,,,,,,,,,,
2012-07-15,43.55671,-6.47065,,,,,,,,,,,,,,,,
2013-07-15,28.11818,-15.55454,,,,,,,,,,,,,,,,
2013-07-15,28.47143,-16.54286,,,,,,,,,,,,,,,,
2013-07-15,28.7,-18.0,,,,,,,,,,,,,,,,
2013-07-15,36.59786,-5.94015,94.513,94.513,94.513,0.034,0.034,0.034,27.47,27.47,27.47,27.44,27.44,27.44,0.10634295145670573,0.10634295145670573,0.10634295145670573,94.479
2013-07-15,37.10579,-4.67189,112.463,112.463,112.463,0.017,0.017,0.017,27.24,27.24,27.24,27.24,27.24,27.24,0.14223670959472656,0.14223670959472656,0.14223670959472656,112.445
2013-07-15,37.24434,-3.75542,110.793,110.793,110.793,0.015,0.015,0.015,25.24,25.24,25.24,25.22,25.22,25.22,0.14387385050455728,0.14387385050455728,0.14387385050455728,110.778
2013-07-15,37.45555,-2.25556,97.735,97.735,97.735,0.053,0.053,0.053,27.99,27.99,27.99,27.87,27.87,27.87,0.05982335408528646,0.05982335408528646,0.05982335408528646,97.682
2013-07-15,37.50512,-5.81387,110.587,110.587,110.587,0.053,0.053,0.053,30.49,30.49,30.49,30.69,30.69,30.69,0.19813919067382812,0.19813919067382812,0.19813919067382812,110.534
2013-07-15,37.75169,-7.11385,127.423,127.423,127.423,0.015,0.015,0.015,29.14,29.14,29.14,29.41,29.41,29.41,0.11899312337239583,0.11899312337239583,0.11899312337239583,127.408
2013-07-15,37.81599,-4.99439,123.077,123.077,123.077,0.016,0.016,0.016,31.04,31.04,31.04,31.21,31.21,31.21,0.10681660970052083,0.10681660970052083,0.10681660970052083,123.061
2013-07-15,38.03548,-3.86859,120.239,120.239,120.239,0.015,0.015,0.015,31.12,31.12,31.12,31.09,31.09,31.09,0.1053466796875,0.1053466796875,0.1053466796875,120.224
2013-07-15,38.1893,-1.43707,122.557,122.557,122.557,0.026,0.026,0.026,27.24,27.24,27.24,27.68,27.68,27.68,0.13885116577148438,0.13885116577148438,0.13885116577148438,122.531
2013-07-15,38.2,-0.88411,,,,,,,,,,,,,,,,
2013-07-15,39.02606,-6.19655,,,,,,,,,,,,,,,,
2013-07-15,39.0489,-1.99314,123.308,123.308,123.308,0.016,0.016,0.016,27.53,27.53,27.53,27.96,27.96,27.96,0.13015238444010416,0.13015238444010416,0.13015238444010416,123.292
2013-07-15,39.26904,-4.16304,115.167,115.167,115.167,0.015,0.015,0.015,28.34,28.34,28.34,28.31,28.31,28.31,0.12390327453613281,0.12390327453613281,0.12390327453613281,115.152
2013-07-15,39.3862,-0.58762,100.243,100.243,100.243,0.9,0.9,0.9,27.27,27.27,27.27,27.56,27.56,27.56,0.16381327311197916,0.16381327311197916,0.16381327311197916,99.343
2013-07-15,39.6437,-2.38957,134.043,134.043,134.043,0.039,0.039,0.039,26.89,26.89,26.89,27.04,27.04,27.04,0.13764444986979166,0.13764444986979166,0.13764444986979166,134.003
2013-07-15,39.80093,-6.27123,,,,,,,,,,,,,,,,
2013-07-15,39.97782,-4.49185,115.316,115.316,115.316,0.038,0.038,0.038,27.49,27.49,27.49,27.57,27.57,27.57,0.12038103739420573,0.12038103739420573,0.12038103739420573,115.279
2013-07-15,40.19028,-3.57747,125.781,125.781,125.781,0.063,0.063,0.063,29.22,29.22,29.22,29.32,29.32,29.32,0.16363016764322916,0.16363016764322916,0.16363016764322916,125.718
2013-07-15,40.36508,0.07989,99.776,99.776,99.776,0.735,0.735,0.735,26.12,26.12,26.12,26.24,26.24,26.24,0.15674908955891928,0.15674908955891928,0.15674908955891928,99.041
2013-07-15,40.73827,-1.00363,,,,,,,,,,,,,,,,
2013-07-15,40.86232,0.57098,,,,,,,,,,,,,,,,
2013-07-15,40.92142,-3.0692,104.227,104.227,104.227,0.87,0.87,0.87,26.52,26.52,26.52,26.7,26.7,26.7,0.09236590067545573,0.09236590067545573,0.09236590067545573,103.356
2013-07-15,40.97913,-4.85813,81.246,81.246,81.246,5.026,5.026,5.026,23.08,23.08,23.08,23.22,23.22,23.22,0.16655286153157553,0.16655286153157553,0.16655286153157553,76.22
